epoch,eval_loss,gate_mean,joint_nll,mae_time,primary_metric,rmse_location,train_loss,warrant_logit_mean
1,4.308224,0.998291,4.308224,0.411156,0.923831,0.923831,4.573401,2.912832
2,4.578839,0.998291,4.578839,0.404635,1.38343,1.38343,4.311274,2.974218
3,4.210935,0.998291,4.210935,0.433521,1.084928,1.084928,4.229312,2.869561
4,4.104204,0.998291,4.104204,0.374287,0.975327,0.975327,4.202727,2.984286
5,4.142592,0.998291,4.142592,0.34934,1.094228,1.094228,4.16332,2.989811
6,4.100204,0.998291,4.100204,0.38606,1.042169,1.042169,4.130913,2.932834
7,3.936669,0.998291,3.936669,0.339676,0.830059,0.830059,4.098088,2.877855
8,4.001237,0.998291,4.001237,0.33354,1.010098,1.010098,4.056652,2.894152
9,4.008409,0.998291,4.008409,0.332289,1.045111,1.045111,4.039165,2.863464
10,4.457474,0.998291,4.457474,0.337111,1.379663,1.379663,4.017726,2.792066
11,3.91122,0.998291,3.91122,0.316672,0.936755,0.936755,3.991907,2.620141
12,3.9608,0.998291,3.9608,0.324269,1.066251,1.066251,3.956264,2.76698
13,4.147832,0.998291,4.147832,0.333998,1.21357,1.21357,3.933556,2.734097
14,3.911372,0.998291,3.911372,0.352654,1.054573,1.054573,3.91919,2.742806
15,3.886436,0.998291,3.886436,0.371241,1.011977,1.011977,3.876926,2.710201
16,3.745648,0.998291,3.745648,0.308232,0.931968,0.931968,3.866253,2.810153
17,3.770372,0.998291,3.770372,0.333349,0.947262,0.947262,3.829946,2.782257
18,3.739643,0.998291,3.739643,0.332861,0.952479,0.952479,3.811793,2.666869
19,3.876782,0.998291,3.876782,0.316019,1.075435,1.075435,3.800798,2.592984
20,3.755841,0.998291,3.755841,0.330969,0.98713,0.98713,3.747918,2.629932
21,3.757413,0.998291,3.757413,0.327666,0.984171,0.984171,3.741045,2.530968
22,3.848987,0.998291,3.848987,0.309924,1.093933,1.093933,3.741016,2.829433
23,3.766133,0.998291,3.766133,0.309299,1.087327,1.087327,3.688012,2.815681
24,3.677883,0.998291,3.677883,0.322656,1.037761,1.037761,3.660545,2.903584
25,3.753117,0.998291,3.753117,0.312184,1.139395,1.139395,3.649265,2.864219
26,3.826911,0.998291,3.826911,0.322137,1.172367,1.172367,3.62416,2.736256
27,3.576387,0.998291,3.576387,0.328247,0.9752,0.9752,3.589862,2.412461
28,3.612562,0.998291,3.612562,0.304381,1.041496,1.041496,3.571756,2.069519
29,3.867784,0.998291,3.867784,0.319666,1.241605,1.241605,3.557628,-1.138362
30,3.57976,0.998291,3.57976,0.306499,1.021322,1.021322,3.526211,-3.187962
