accuracy,epoch,eval_loss,gate_mean,mrr,primary_metric,train_loss,warrant_logit_mean,warrant_tail_mass_mean
0.068508,1,9.0986,1.0,0.102512,0.102512,13.580461,3.20474,1.0
0.078807,2,8.340992,1.0,0.115703,0.115703,9.070082,3.260806,1.0
0.084452,3,8.02924,1.0,0.122819,0.122819,8.45431,3.268268,1.0
0.085673,4,7.805562,1.0,0.12582,0.12582,8.115028,3.276586,1.0
0.086359,5,7.619999,1.0,0.128636,0.128636,7.861842,3.115024,1.0
0.088572,6,7.475927,1.0,0.131632,0.131632,7.658339,3.077215,1.0
0.088343,7,7.340048,1.0,0.132326,0.132326,7.475823,2.925551,1.0
0.087809,8,7.220113,1.0,0.133475,0.133475,7.299457,2.724791,1.0
0.087275,9,7.095598,1.0,0.134297,0.134297,7.12649,2.366358,1.0
0.088877,10,6.964069,1.0,0.136312,0.136312,6.955633,1.903543,1.0
0.088953,11,6.851034,1.0,0.136688,0.136688,6.790827,2.07171,1.0
0.089716,12,6.739436,1.0,0.138227,0.138227,6.631981,1.831144,1.0
0.085673,13,6.635424,1.0,0.1371,0.1371,6.480207,1.327414,1.0
0.089945,14,6.56537,1.0,0.139088,0.139088,6.347321,0.490513,1.0
0.087809,15,6.495797,1.0,0.138943,0.138943,6.223799,0.194032,1.0
0.085291,16,6.439423,1.0,0.138602,0.138602,6.115798,0.311275,1.0
0.083232,17,6.380021,1.0,0.13942,0.13942,6.034077,-0.077336,1.0
0.086894,18,6.35182,1.0,0.140684,0.140684,5.935939,-0.357561,1.0
0.085444,19,6.317117,1.0,0.140682,0.140682,5.851925,-0.721168,1.0
0.088038,20,6.296044,1.0,0.141649,0.141649,5.791293,-0.952507,1.0
0.086894,21,6.277712,1.0,0.141031,0.141031,5.720014,-1.058655,1.0
0.086665,22,6.266578,1.0,0.14136,0.14136,5.666511,-0.873808,1.0
0.088877,23,6.253882,1.0,0.142568,0.142568,5.604218,-1.291648,1.0
0.088343,24,6.254207,1.0,0.14238,0.14238,5.562513,-1.563452,1.0
0.090937,25,6.253011,1.0,0.142785,0.142785,5.516203,-1.536185,1.0
0.088419,26,6.236283,1.0,0.144587,0.144587,5.468796,-1.319206,1.0
0.089258,27,6.248781,1.0,0.143414,0.143414,5.426188,-1.816001,1.0
0.086512,28,6.232697,1.0,0.143501,0.143501,5.383762,-1.581864,1.0
0.08552,29,6.25635,1.0,0.142274,0.142274,5.348571,-1.615548,1.0
0.091089,30,6.245772,1.0,0.144066,0.144066,5.316012,-1.839997,1.0
