accuracy,epoch,eval_loss,gate_mean,mrr,primary_metric,train_loss,warrant_logit_mean,warrant_tail_mass_mean
0.008163,1,9.875495,1.0,0.013038,0.013038,14.052945,0.0,0.0
0.039136,2,9.064554,1.0,0.048843,0.048843,9.654923,0.0,0.0
0.063396,3,8.646493,1.0,0.074693,0.074693,8.989029,0.0,0.0
0.074153,4,8.303867,1.0,0.089442,0.089442,8.560381,0.0,0.0
0.080638,5,7.979414,1.0,0.102531,0.102531,8.194988,0.0,0.0
0.082164,6,7.673293,1.0,0.111846,0.111846,7.845618,0.0,0.0
0.083766,7,7.389026,1.0,0.118546,0.118546,7.511751,0.0,0.0
0.08491,8,7.139857,1.0,0.123888,0.123888,7.215481,0.0,0.0
0.087656,9,6.942999,1.0,0.129077,0.129077,6.957301,0.0,0.0
0.087428,10,6.776956,1.0,0.131105,0.131105,6.739192,0.0,0.0
0.089411,11,6.668684,1.0,0.133551,0.133551,6.569942,0.0,0.0
0.088343,12,6.566518,1.0,0.13454,0.13454,6.41615,0.0,0.0
0.087733,13,6.501877,1.0,0.134466,0.134466,6.301386,0.0,0.0
0.087656,14,6.456518,1.0,0.135051,0.135051,6.20197,0.0,0.0
0.088877,15,6.428532,1.0,0.135525,0.135525,6.117829,0.0,0.0
0.089487,16,6.390297,1.0,0.13692,0.13692,6.043614,0.0,0.0
0.088496,17,6.376881,1.0,0.136222,0.136222,5.974342,0.0,0.0
0.090403,18,6.368575,1.0,0.1373,0.1373,5.908394,0.0,0.0
0.089258,19,6.350335,1.0,0.135859,0.135859,5.854212,0.0,0.0
0.089335,20,6.356494,1.0,0.136681,0.136681,5.80562,0.0,0.0
0.086894,21,6.354156,1.0,0.135624,0.135624,5.748106,0.0,0.0
0.085597,22,6.363386,1.0,0.133885,0.133885,5.693842,0.0,0.0
0.086359,23,6.378204,1.0,0.134015,0.134015,5.659247,0.0,0.0
0.085597,24,6.367859,1.0,0.133676,0.133676,5.602196,0.0,0.0
0.083689,25,6.382009,1.0,0.131527,0.131527,5.551815,0.0,0.0
0.083079,26,6.389958,1.0,0.131195,0.131195,5.510445,0.0,0.0
0.083842,27,6.407457,1.0,0.131765,0.131765,5.471239,0.0,0.0
0.081401,28,6.411802,1.0,0.129129,0.129129,5.426351,0.0,0.0
0.082926,29,6.427178,1.0,0.129817,0.129817,5.388708,0.0,0.0
0.082774,30,6.435405,1.0,0.130267,0.130267,5.33988,0.0,0.0
