accuracy,epoch,eval_loss,gate_mean,mrr,primary_metric,train_loss,warrant_logit_mean,warrant_tail_mass_mean
0.073085,1,8.862648,0.969074,0.106997,0.106997,12.847392,3.236215,1.0
0.084757,2,8.200418,0.969955,0.120644,0.120644,8.798859,3.229321,1.0
0.086054,3,7.899854,0.966455,0.125323,0.125323,8.252273,3.128195,1.0
0.088877,4,7.710084,0.965124,0.128718,0.128718,7.938457,3.063982,1.0
0.083918,5,7.530779,0.965307,0.128106,0.128106,7.702028,3.067729,1.0
0.08903,6,7.397979,0.963213,0.131857,0.131857,7.497225,2.991614,1.0
0.087962,7,7.252765,0.961408,0.133105,0.133105,7.310709,2.944159,1.0
0.087656,8,7.130843,0.958775,0.134011,0.134011,7.135541,2.87736,1.0
0.086054,9,7.004173,0.956253,0.133937,0.133937,6.974001,2.824812,1.0
0.091166,10,6.886641,0.95351,0.137962,0.137962,6.796707,2.765568,1.0
0.089411,11,6.779268,0.948549,0.13676,0.13676,6.632047,2.637473,1.0
0.0843,12,6.650927,0.944451,0.136504,0.136504,6.466322,2.560462,1.0
0.085444,13,6.556542,0.938792,0.137541,0.137541,6.321892,2.44675,1.0
0.087122,14,6.474485,0.931042,0.139446,0.139446,6.187933,2.323535,1.0
0.08697,15,6.414883,0.925891,0.139461,0.139461,6.06993,2.252757,1.0
0.084529,16,6.361402,0.916776,0.140072,0.140072,5.975509,2.099297,1.0
0.084757,17,6.321823,0.908932,0.140785,0.140785,5.881469,1.979798,1.0
0.085673,18,6.293118,0.89811,0.141073,0.141073,5.796883,1.866834,1.0
0.085825,19,6.27102,0.895486,0.142258,0.142258,5.725369,1.832698,1.0
0.090174,20,6.254881,0.890963,0.144094,0.144094,5.664446,1.765912,1.0
0.084605,21,6.240791,0.887075,0.142181,0.142181,5.599455,1.737868,1.0
0.085444,22,6.238279,0.883611,0.141959,0.141959,5.55218,1.693139,1.0
0.088496,23,6.234095,0.888878,0.144679,0.144679,5.506109,1.747045,1.0
0.087351,24,6.229019,0.884883,0.143901,0.143901,5.457669,1.679868,1.0
0.09025,25,6.226439,0.883842,0.144202,0.144202,5.406427,1.655941,1.0
0.090555,26,6.232921,0.890472,0.144091,0.144091,5.372698,1.737774,1.0
0.088572,27,6.221488,0.897917,0.14383,0.14383,5.332818,1.819648,1.0
0.088114,28,6.239702,0.893371,0.14371,0.14371,5.288479,1.740682,1.0
0.08552,29,6.250181,0.876843,0.141906,0.141906,5.25626,1.509438,1.0
0.087809,30,6.236944,0.88682,0.14254,0.14254,5.216043,1.620234,1.0
