accuracy,attention_parameter_grad_norm,auc,edge_attention_grad_norm,edge_gate_grad_norm,edge_warrant_attention_entropy,edge_warrant_gate_mean,epoch,eval_loss,gate_mean,permission_grad_norm,primary_metric,train_loss,warrant_logit_mean
0.594789,0.021634,0.640115,0.0,0.0,2.697401,0.972413,1,0.664836,1.0,0.00012,0.640115,0.700797,0.0
0.827281,0.01856,0.877138,0.0,0.0,1.794127,0.988674,2,0.414191,1.0,0.000245,0.877138,0.538817,0.0
0.827052,0.013106,0.886097,0.0,0.0,2.609946,0.985196,3,0.40513,1.0,0.000151,0.886097,0.459392,0.0
0.828197,0.010346,0.890888,0.0,0.0,2.608434,0.984958,4,0.400837,1.0,0.000105,0.890888,0.44298,0.0
0.825107,0.009975,0.892685,0.0,0.0,2.782494,0.985736,5,0.396048,1.0,0.000107,0.892685,0.434289,0.0
0.830752,0.008841,0.897451,0.0,0.0,2.767254,0.985652,6,0.390555,1.0,8.5e-05,0.897451,0.424466,0.0
0.831401,0.011211,0.896403,0.0,0.0,2.736008,0.984119,7,0.391104,1.0,0.000101,0.896403,0.413699,0.0
0.823924,0.011549,0.898584,0.0,0.0,2.777028,0.983713,8,0.391317,1.0,9.5e-05,0.898584,0.403204,0.0
0.828807,0.010714,0.899775,0.0,0.0,2.809587,0.985071,9,0.38849,1.0,7.9e-05,0.899775,0.390715,0.0
0.827968,0.014316,0.902087,0.0,0.0,2.653326,0.984915,10,0.389298,1.0,0.000116,0.902087,0.382496,0.0
0.82793,0.015231,0.900607,0.0,0.0,2.746457,0.984743,11,0.391798,1.0,0.000127,0.900607,0.372809,0.0
0.824573,0.013264,0.901234,0.0,0.0,2.669939,0.985166,12,0.392059,1.0,9.2e-05,0.901234,0.360935,0.0
0.831057,0.015122,0.903048,0.0,0.0,2.615792,0.985263,13,0.409472,1.0,0.000107,0.903048,0.348802,0.0
0.830638,0.013684,0.904635,0.0,0.0,2.648096,0.985912,14,0.400092,1.0,0.000107,0.904635,0.336951,0.0
0.830333,0.01472,0.901257,0.0,0.0,2.699144,0.986109,15,0.430058,1.0,0.000134,0.901257,0.328819,0.0
0.829837,0.016587,0.902766,0.0,0.0,2.590583,0.986709,16,0.421201,1.0,0.000156,0.902766,0.323328,0.0
0.826861,0.015223,0.901402,0.0,0.0,2.641683,0.986884,17,0.423389,1.0,0.000153,0.901402,0.308931,0.0
0.827281,0.016263,0.902942,0.0,0.0,2.702721,0.988774,18,0.44604,1.0,0.000196,0.902942,0.300782,0.0
0.828387,0.018101,0.90041,0.0,0.0,2.744897,0.988032,19,0.44469,1.0,0.000244,0.90041,0.29396,0.0
0.827891,0.01706,0.902354,0.0,0.0,2.739175,0.989444,20,0.466261,1.0,0.000263,0.902354,0.286578,0.0
0.831363,0.017206,0.903376,0.0,0.0,2.668651,0.990303,21,0.458608,1.0,0.000279,0.903376,0.27302,0.0
0.823962,0.017818,0.898837,0.0,0.0,2.739774,0.990419,22,0.48283,1.0,0.000362,0.898837,0.270222,0.0
0.826327,0.018851,0.900511,0.0,0.0,2.698769,0.990235,23,0.502322,1.0,0.000382,0.900511,0.262569,0.0
0.829875,0.019003,0.90365,0.0,0.0,2.733158,0.990991,24,0.483781,1.0,0.000446,0.90365,0.255826,0.0
0.826823,0.018964,0.901659,0.0,0.0,2.691173,0.992273,25,0.515098,1.0,0.000455,0.901659,0.247244,0.0
0.827205,0.018504,0.904159,0.0,0.0,2.628519,0.991744,26,0.567012,1.0,0.000517,0.904159,0.237329,0.0
0.824992,0.019664,0.901117,0.0,0.0,2.59707,0.991578,27,0.506228,1.0,0.000537,0.901117,0.233353,0.0
0.828921,0.020393,0.90223,0.0,0.0,2.713075,0.992298,28,0.529162,1.0,0.000572,0.90223,0.228739,0.0
0.832469,0.020741,0.904809,0.0,0.0,2.667353,0.992464,29,0.557613,1.0,0.000644,0.904809,0.225425,0.0
0.829036,0.020468,0.903348,0.0,0.0,2.66625,0.992382,30,0.581437,1.0,0.000542,0.903348,0.21861,0.0
