epoch,eval_loss,gate_mean,joint_nll,mae_time,primary_metric,rmse_location,train_loss,warrant_logit_mean
1,4.231577,0.951138,4.231577,0.434536,0.923121,0.923121,4.562831,2.996331
2,4.515263,0.939315,4.515263,0.365442,1.343425,1.343425,4.306642,3.004118
3,4.238552,0.917125,4.238552,0.340876,1.07069,1.07069,4.254853,2.786846
4,4.153211,0.922687,4.153211,0.357787,0.979584,0.979584,4.202191,2.947338
5,4.1061,0.886313,4.1061,0.332654,0.937577,0.937577,4.172994,2.775618
6,4.131495,0.882218,4.131495,0.315979,0.93551,0.93551,4.129299,2.787797
7,4.068127,0.85807,4.068127,0.327315,1.020484,1.020484,4.105421,2.504895
8,3.931147,0.861773,3.931147,0.304575,0.894694,0.894694,4.066466,2.400437
9,3.951645,0.872841,3.951645,0.313278,0.911469,0.911469,4.033289,2.549589
10,3.863083,0.874881,3.863083,0.305773,0.895318,0.895318,4.003089,2.465204
11,3.917468,0.867727,3.917468,0.319214,1.000192,1.000192,3.984369,2.446763
12,3.871707,0.878564,3.871707,0.347693,0.933988,0.933988,3.962095,2.433695
13,3.903117,0.873861,3.903117,0.338179,0.918678,0.918678,3.94648,2.612284
14,3.839006,0.842613,3.839006,0.328869,0.939379,0.939379,3.919559,2.330892
15,3.865291,0.775961,3.865291,0.327575,0.960492,0.960492,3.876904,1.744617
16,3.762,0.791455,3.762,0.316291,0.916312,0.916312,3.861554,1.937913
17,3.751876,0.853773,3.751876,0.31632,0.934747,0.934747,3.846207,2.396561
18,3.84019,0.716166,3.84019,0.332765,0.97134,0.97134,3.804616,1.685112
19,3.694537,0.702591,3.694537,0.324504,0.896563,0.896563,3.787056,1.251248
20,3.721443,0.818628,3.721443,0.316932,0.930653,0.930653,3.77744,2.258247
21,3.718918,0.766301,3.718918,0.340551,0.981529,0.981529,3.738658,1.840557
22,3.702346,0.807669,3.702346,0.333165,0.95544,0.95544,3.706586,2.107479
23,3.881758,0.719463,3.881758,0.316371,1.088331,1.088331,3.690179,1.972551
24,3.673085,0.686631,3.673085,0.316465,1.01964,1.01964,3.669328,1.494503
25,3.689255,0.724377,3.689255,0.314788,0.978631,0.978631,3.647995,1.887282
26,3.623007,0.751296,3.623007,0.317294,0.979891,0.979891,3.633273,1.886984
27,3.645878,0.711194,3.645878,0.320745,0.999625,0.999625,3.597016,1.810603
28,3.603266,0.766693,3.603266,0.323678,0.932941,0.932941,3.573522,2.236467
29,3.524175,0.758254,3.524175,0.332424,0.940937,0.940937,3.549925,2.034373
30,3.610612,0.689856,3.610612,0.323952,1.005416,1.005416,3.561262,1.81282
