distractor_warrant_mass,sample_id,support_attention_mass,support_present,support_warrant_mass
0.7191896438598633,6553,0.23197419941425323,True,0.22121472656726837
0.788152277469635,6554,0.16931022703647614,True,0.15556521713733673
0.7083319425582886,6555,0.23154780268669128,True,0.2187967747449875
0.7495901584625244,6556,0.2099977433681488,True,0.20133864879608154
0.7280353307723999,6557,0.2360142022371292,True,0.22669361531734467
0.8885983228683472,6558,0.06438154727220535,True,0.06146639958024025
0.4947439432144165,6559,0.4838131368160248,True,0.46272802352905273
0.5650818943977356,6560,0.4056919813156128,True,0.3778248429298401
0.8811199069023132,6561,0.07799102365970612,True,0.0719321221113205
0.6792466640472412,6562,0.28614699840545654,True,0.27015021443367004
0.7512248754501343,6563,0.20461273193359375,True,0.19160522520542145
0.811129093170166,6564,0.13616019487380981,True,0.12908874452114105
0.7779545783996582,6565,0.18650896847248077,True,0.1783430129289627
0.8926056027412415,6566,0.056382790207862854,True,0.04989589750766754
0.6733905076980591,6567,0.28730013966560364,True,0.275163859128952
0.6763911247253418,6568,0.2822713553905487,True,0.27034425735473633
0.7027363181114197,6569,0.24946220219135284,True,0.2408040165901184
0.4383026361465454,6570,0.5392097234725952,True,0.5166635513305664
0.6181278824806213,6571,0.34792593121528625,True,0.33054840564727783
0.8269984722137451,6572,0.11495377868413925,True,0.10646845400333405
0.7695319056510925,6573,0.18461565673351288,True,0.17646360397338867
0.8490817546844482,6574,0.08644325286149979,True,0.07465402036905289
0.12822325527668,6575,0.8637923002243042,True,0.8133652210235596
0.7482731342315674,6576,0.20364676415920258,True,0.1960185468196869
0.7714349031448364,6577,0.18353992700576782,True,0.1730329990386963
0.8600467443466187,6578,0.10142514109611511,True,0.097415030002594
0.635075032711029,6579,0.3258212208747864,True,0.31032925844192505
0.6987928152084351,6580,0.2608659863471985,True,0.23685942590236664
0.8011693954467773,6581,0.13522160053253174,True,0.12742099165916443
0.42163628339767456,6582,0.5424761772155762,True,0.5057758092880249
0.7790294289588928,6583,0.17635244131088257,True,0.16995824873447418
0.8457026481628418,6584,0.10963363945484161,True,0.10136665403842926
0.3031408190727234,6585,0.6842425465583801,True,0.6582720875740051
0.6072808504104614,6586,0.36017346382141113,True,0.34134864807128906
0.9076117277145386,6587,0.041539017111063004,True,0.03617127239704132
0.81918865442276,6588,0.14267732203006744,True,0.1360122710466385
0.2562573254108429,6589,0.7315542697906494,True,0.6949520111083984
0.5891824960708618,6590,0.3720584511756897,True,0.3577089309692383
0.523582935333252,6591,0.4481521546840668,True,0.42034098505973816
0.7451434135437012,6592,0.2108410894870758,True,0.20058685541152954
0.7080951929092407,6593,0.2516375184059143,True,0.23279786109924316
0.6311913728713989,6594,0.32532772421836853,True,0.3082036077976227
0.5868433117866516,6595,0.38417330384254456,True,0.3630616068840027
0.7360735535621643,6596,0.2190689891576767,True,0.20898222923278809
0.6252403855323792,6597,0.2456693947315216,True,0.22642768919467926
0.7297881841659546,6598,0.2378309667110443,True,0.22756442427635193
0.6703824400901794,6599,0.26691922545433044,True,0.2420450747013092
0.8167406320571899,6600,0.14703699946403503,True,0.1377015858888626
0.3608893156051636,6601,0.6104702353477478,True,0.5742165446281433
0.5832617878913879,6602,0.3773098886013031,True,0.36111021041870117
0.5327253341674805,6603,0.44175034761428833,True,0.41993585228919983
0.7229903936386108,6604,0.23625031113624573,True,0.21941553056240082
0.7633551359176636,6605,0.16161248087882996,True,0.15370813012123108
0.8566640019416809,6606,0.08743632584810257,True,0.08090231567621231
0.6221693754196167,6607,0.35146236419677734,True,0.3316435217857361
0.745107114315033,6608,0.21008720993995667,True,0.19995251297950745
