accuracy,epoch,eval_loss,gate_mean,mae_time,mark_mrr,primary_metric,train_loss,warrant_logit_mean
0.49635,1,41.428493,0.108897,4024.918426,0.73628,0.73628,98.652847,0.332114
0.482563,2,41.187748,0.108935,4024.337011,0.721682,0.721682,97.025246,0.332956
0.502839,3,41.186058,0.108838,4023.282265,0.739795,0.739795,97.288386,0.330917
0.542579,4,41.112194,0.108882,4021.959971,0.759665,0.759665,96.383013,0.331838
0.561233,5,41.0807,0.108833,4020.402755,0.769127,0.769127,96.743123,0.330818
0.540146,6,41.063885,0.108815,4018.147385,0.758989,0.758989,96.447482,0.330464
0.544201,7,41.029919,0.108912,4015.308365,0.7598,0.7598,97.984492,0.33249
0.523114,8,41.000526,0.109045,4012.057812,0.749662,0.749662,97.854731,0.335362
0.524736,9,40.954834,0.109166,4008.095022,0.750473,0.750473,96.019396,0.338039
0.562855,10,40.894917,0.109298,4003.406892,0.769262,0.769262,97.589409,0.341005
