accuracy,epoch,eval_loss,gate_mean,mrr,primary_metric,train_loss,warrant_logit_mean,warrant_tail_mass_mean
0.0,1,16.413528,1.0,0.001683,0.001683,23.599739,0.0,0.0
0.0,2,13.267989,1.0,0.003731,0.003731,16.133074,0.0,0.0
0.0005,3,11.720119,1.0,0.005134,0.005134,13.243491,0.0,0.0
0.0085,4,10.84618,1.0,0.015183,0.015183,11.733336,0.0,0.0
0.0175,5,10.332215,1.0,0.023748,0.023748,10.86489,0.0,0.0
0.0245,6,10.007752,1.0,0.033223,0.033223,10.338938,0.0,0.0
0.039,7,9.776662,1.0,0.046506,0.046506,9.972735,0.0,0.0
0.048,8,9.598853,1.0,0.054709,0.054709,9.677856,0.0,0.0
0.052,9,9.461092,1.0,0.058563,0.058563,9.453931,0.0,0.0
0.0575,10,9.345239,1.0,0.065319,0.065319,9.28597,0.0,0.0
