accuracy,epoch,eval_loss,gate_mean,mae_time,mark_mrr,primary_metric,train_loss,warrant_logit_mean
0.457421,1,41.405281,0.108809,4024.833268,0.713977,0.713977,96.589381,0.330294
0.4412,2,41.29332,0.108822,4024.601819,0.703569,0.703569,96.708969,0.330597
0.45661,3,41.261192,0.10884,4024.36976,0.714923,0.714923,98.088638,0.331005
0.495539,4,41.19532,0.108877,4023.788774,0.736145,0.736145,99.322337,0.331777
0.492295,5,41.140511,0.108871,4023.025932,0.734523,0.734523,97.085284,0.331699
0.449311,6,41.169872,0.108865,4022.261692,0.711273,0.711273,98.238075,0.331605
0.462287,7,41.184345,0.108871,4021.229068,0.711544,0.711544,96.548617,0.331735
0.475264,8,41.147732,0.108883,4019.58737,0.721546,0.721546,97.539149,0.332083
0.467964,9,41.117126,0.108894,4017.564398,0.720871,0.720871,97.508418,0.332415
0.469586,10,41.091667,0.108927,4015.131705,0.721276,0.721276,95.503222,0.333061
