accuracy,epoch,eval_loss,gate_mean,mrr,primary_metric,train_loss,warrant_logit_mean,warrant_tail_mass_mean
0.067287,1,9.097291,1.0,0.101965,0.101965,13.577099,2.888552,1.0
0.08018,2,8.344543,1.0,0.116508,0.116508,9.068617,2.828959,1.0
0.085597,3,8.036767,1.0,0.123303,0.123303,8.450446,2.823281,1.0
0.085825,4,7.800885,1.0,0.126113,0.126113,8.110628,2.830703,1.0
0.085215,5,7.615591,1.0,0.12819,0.12819,7.859089,2.805175,1.0
0.08903,6,7.477295,1.0,0.131842,0.131842,7.656258,2.806356,1.0
0.088114,7,7.340103,1.0,0.132207,0.132207,7.474391,2.751096,1.0
0.086283,8,7.208595,1.0,0.132955,0.132955,7.295714,2.747221,1.0
0.087122,9,7.090965,1.0,0.134297,0.134297,7.123608,2.718238,1.0
0.089258,10,6.966079,1.0,0.136339,0.136339,6.9522,2.561436,1.0
0.088877,11,6.850732,1.0,0.136767,0.136767,6.786144,2.511869,1.0
0.089182,12,6.736584,1.0,0.137991,0.137991,6.627575,2.455435,1.0
0.086588,13,6.634629,1.0,0.137518,0.137518,6.475371,2.362754,1.0
0.089869,14,6.559622,1.0,0.139704,0.139704,6.34162,2.14608,1.0
0.087656,15,6.492832,1.0,0.139418,0.139418,6.217584,1.952728,1.0
0.085063,16,6.439785,1.0,0.138588,0.138588,6.111094,2.124971,1.0
0.083384,17,6.381795,1.0,0.139373,0.139373,6.028389,1.941759,1.0
0.087199,18,6.352212,1.0,0.140888,0.140888,5.930933,1.803218,1.0
0.08552,19,6.319538,1.0,0.140565,0.140565,5.846527,1.634961,1.0
0.08697,20,6.298973,1.0,0.140927,0.140927,5.786515,1.499182,1.0
0.084071,21,6.282529,1.0,0.139633,0.139633,5.714838,1.369307,1.0
0.086741,22,6.27115,1.0,0.140933,0.140933,5.660422,1.658578,1.0
0.087885,23,6.259108,1.0,0.141923,0.141923,5.597945,1.223435,1.0
0.085978,24,6.259496,1.0,0.141329,0.141329,5.556829,0.946166,1.0
0.090708,25,6.254776,1.0,0.14223,0.14223,5.509467,1.173662,1.0
0.086131,26,6.240803,1.0,0.143256,0.143256,5.465634,0.955357,1.0
0.088038,27,6.254722,1.0,0.143075,0.143075,5.418856,0.748216,1.0
0.084376,28,6.244873,1.0,0.14214,0.14214,5.377733,0.811916,1.0
0.083842,29,6.259192,1.0,0.140982,0.140982,5.340662,0.962513,1.0
0.088801,30,6.247479,1.0,0.142826,0.142826,5.309666,0.759382,1.0
