accuracy,epoch,eval_loss,gate_mean,mae_time,mark_mrr,primary_metric,train_loss,warrant_logit_mean
0.537451,1,214.015307,0.238911,22961.91986,0.757012,0.757012,215.75229,0.736708
0.54524,2,213.624317,0.238939,22921.912206,0.760801,0.760801,215.996316,0.737311
0.428766,3,212.395915,0.23951,22755.727934,0.700616,0.700616,214.855913,0.750181
0.491169,4,203.756901,0.239906,21609.008937,0.733705,0.733705,207.796651,0.763683
0.5389,5,199.575933,0.241784,21164.164598,0.757782,0.757782,201.292839,0.810114
0.524862,6,196.996966,0.245223,21005.468078,0.750068,0.750068,199.451657,0.937076
0.525858,7,195.431432,0.245971,20872.347939,0.751411,0.751411,198.464479,1.019554
0.515442,8,194.518154,0.245094,20754.463744,0.746204,0.746204,197.596949,0.98937
0.552758,9,194.730227,0.244487,20755.416483,0.764861,0.764861,197.295894,0.928709
0.559188,10,194.417569,0.244144,20746.272466,0.768077,0.768077,197.478917,0.893856
0.52767,11,194.429024,0.243748,20744.254663,0.752317,0.752317,197.546618,0.883586
0.548863,12,194.470203,0.243415,20750.125449,0.762914,0.762914,197.060247,0.864689
0.527036,13,194.301935,0.24354,20725.481518,0.752,0.752,197.429071,0.868671
0.528394,14,194.408886,0.243339,20735.227577,0.752679,0.752679,197.461227,0.862177
0.527036,15,194.397149,0.24354,20734.552178,0.752,0.752,197.309555,0.86907
0.556381,16,194.215665,0.243016,20723.752156,0.766522,0.766522,197.310616,0.851166
0.531474,17,194.472078,0.24315,20731.715122,0.754219,0.754219,197.379312,0.860677
0.561996,18,194.367547,0.243242,20742.980489,0.76948,0.76948,197.464923,0.861256
0.52305,19,194.175447,0.243719,20737.54843,0.749766,0.749766,196.992954,0.883421
0.531655,20,193.810167,0.243881,20695.96103,0.75431,0.75431,196.749126,0.89097
0.55792,21,194.076658,0.243877,20733.921338,0.766431,0.766431,197.023972,0.886608
0.513631,22,193.973534,0.242975,20690.361952,0.745298,0.745298,196.926813,0.849052
0.512997,23,193.87714,0.240848,20659.335984,0.744981,0.744981,196.320219,0.784351
0.519971,24,193.469864,0.242746,20606.441179,0.748468,0.748468,196.043239,0.839565
0.549407,25,193.993073,0.242943,20643.821557,0.763186,0.763186,195.988321,0.847178
0.519246,26,194.296439,0.246456,20728.895516,0.74803,0.74803,195.849111,0.996616
0.514718,27,193.623707,0.247002,20609.508196,0.745841,0.745841,195.882906,1.029541
0.514627,28,193.823289,0.24676,20615.088886,0.745645,0.745645,195.778934,1.025694
0.519337,29,194.297995,0.245417,20679.699038,0.748015,0.748015,195.217327,0.942458
0.550312,30,193.853831,0.245722,20651.167756,0.763397,0.763397,194.731537,0.954281
