accuracy,epoch,eval_loss,gate_mean,mrr,primary_metric,train_loss,warrant_logit_mean,warrant_tail_mass_mean
0.0245,1,14.923563,0.951293,0.043887,0.043887,21.477563,2.919016,1.0
0.039,2,12.184653,0.955252,0.068771,0.068771,14.514564,3.023853,1.0
0.062,3,10.763159,0.963327,0.090316,0.090316,11.930768,3.301279,1.0
0.062,4,9.97681,0.974372,0.094666,0.094666,10.599686,3.824657,1.0
0.0765,5,9.494018,0.983028,0.106959,0.106959,9.834265,4.540906,1.0
0.078,6,9.186255,0.986953,0.110162,0.110162,9.320287,5.22935,1.0
0.0795,7,8.965882,0.987568,0.11326,0.11326,8.984989,5.746812,1.0
0.08,8,8.803457,0.986057,0.115141,0.115141,8.703051,6.026645,1.0
0.086,9,8.673786,0.983722,0.119296,0.119296,8.513049,6.204271,1.0
0.083,10,8.586301,0.981013,0.118454,0.118454,8.344945,6.295847,1.0
