accuracy,epoch,eval_loss,gate_mean,mrr,primary_metric,train_loss,warrant_logit_mean,warrant_tail_mass_mean
0.078731,1,9.228794,1.0,0.106127,0.106127,14.119248,2.960056,1.0
0.083384,2,8.412982,1.0,0.116684,0.116684,9.17074,3.110722,1.0
0.083918,3,8.052011,1.0,0.121961,0.121961,8.517599,3.010052,1.0
0.088038,4,7.84822,1.0,0.126842,0.126842,8.153089,2.846845,1.0
0.088419,5,7.674673,1.0,0.129387,0.129387,7.892395,2.654023,1.0
0.088419,6,7.506324,1.0,0.131333,0.131333,7.681038,2.561629,1.0
0.085291,7,7.376084,1.0,0.131131,0.131131,7.505303,2.444322,1.0
0.089869,8,7.285449,1.0,0.134332,0.134332,7.344887,2.089457,1.0
0.088343,9,7.166748,1.0,0.134582,0.134582,7.188076,2.04041,1.0
0.088877,10,7.073937,1.0,0.135543,0.135543,7.053964,1.941575,1.0
0.086512,11,6.946644,1.0,0.136098,0.136098,6.888965,1.553813,1.0
0.086817,12,6.852362,1.0,0.136115,0.136115,6.73912,1.080752,1.0
0.087809,13,6.764314,1.0,0.136763,0.136763,6.598764,0.750502,1.0
0.085825,14,6.660163,1.0,0.137778,0.137778,6.457688,0.814234,1.0
0.088648,15,6.592297,1.0,0.139593,0.139593,6.323681,0.239731,1.0
0.085902,16,6.522193,1.0,0.139119,0.139119,6.197844,-0.5075,1.0
0.087275,17,6.45218,1.0,0.140376,0.140376,6.095299,-0.406607,1.0
0.090021,18,6.420214,1.0,0.142053,0.142053,5.999556,-0.890306,1.0
0.084757,19,6.370373,1.0,0.141157,0.141157,5.913108,-0.937502,1.0
0.089487,20,6.360196,1.0,0.142619,0.142619,5.83664,-1.199098,1.0
0.087428,21,6.32537,1.0,0.142953,0.142953,5.767248,-1.402978,1.0
0.088953,22,6.310556,1.0,0.143109,0.143109,5.703396,-1.625946,1.0
0.089258,23,6.307717,1.0,0.143643,0.143643,5.641806,-1.523728,1.0
0.089258,24,6.282828,1.0,0.143851,0.143851,5.596788,-1.618121,1.0
0.08903,25,6.280365,1.0,0.143415,0.143415,5.55284,-2.129028,1.0
0.087885,26,6.281776,1.0,0.142696,0.142696,5.507795,-1.869086,1.0
0.08903,27,6.2774,1.0,0.144366,0.144366,5.456551,-1.901984,1.0
0.088724,28,6.262364,1.0,0.144354,0.144354,5.425072,-1.822279,1.0
0.08903,29,6.268217,1.0,0.143619,0.143619,5.381309,-2.00896,1.0
0.088267,30,6.274083,1.0,0.143027,0.143027,5.348528,-2.291602,1.0
