accuracy,attention_parameter_grad_norm,auc,edge_attention_grad_norm,edge_gate_grad_norm,edge_warrant_attention_entropy,edge_warrant_gate_mean,epoch,eval_loss,gate_mean,permission_grad_norm,primary_metric,train_loss,warrant_logit_mean
0.597803,0.020552,0.641968,0.0,0.0,2.669383,0.709309,1,0.663003,1.0,0.000198,0.641968,0.701836,0.0
0.819347,0.016352,0.871832,0.0,0.0,1.670087,0.355396,2,0.424897,1.0,0.002097,0.871832,0.524532,0.0
0.821712,0.00942,0.886374,0.0,0.0,2.026199,0.623692,3,0.409912,1.0,0.001003,0.886374,0.458856,0.0
0.827205,0.010875,0.889151,0.0,0.0,1.999179,0.609411,4,0.402794,1.0,0.000884,0.889151,0.444076,0.0
0.827319,0.009351,0.893088,0.0,0.0,1.849822,0.515631,5,0.396576,1.0,0.000765,0.893088,0.433556,0.0
0.826251,0.009028,0.892826,0.0,0.0,1.752659,0.441055,6,0.398148,1.0,0.000959,0.892826,0.423995,0.0
0.82442,0.009723,0.896666,0.0,0.0,1.767984,0.519918,7,0.39799,1.0,0.001149,0.896666,0.412975,0.0
0.829417,0.011731,0.898562,0.0,0.0,2.011836,0.60586,8,0.392964,1.0,0.001147,0.898562,0.39988,0.0
0.826213,0.011674,0.898164,0.0,0.0,1.968715,0.592562,9,0.393242,1.0,0.001235,0.898164,0.387496,0.0
0.830867,0.011904,0.898834,0.0,0.0,1.779181,0.511865,10,0.397318,1.0,0.001086,0.898834,0.377442,0.0
0.832736,0.012513,0.901801,0.0,0.0,2.036885,0.604355,11,0.390307,1.0,0.001116,0.901801,0.365241,0.0
0.826747,0.012909,0.898379,0.0,0.0,1.939147,0.621578,12,0.396881,1.0,0.001303,0.898379,0.354186,0.0
0.824001,0.014352,0.898607,0.0,0.0,1.740948,0.46135,13,0.399315,1.0,0.001332,0.898607,0.345525,0.0
0.829875,0.01553,0.901524,0.0,0.0,1.751642,0.487796,14,0.411824,1.0,0.001561,0.901524,0.338708,0.0
0.831401,0.014699,0.9014,0.0,0.0,1.742287,0.544489,15,0.408934,1.0,0.001236,0.9014,0.32364,0.0
0.827815,0.014758,0.901027,0.0,0.0,1.858634,0.554519,16,0.416165,1.0,0.001588,0.901027,0.312384,0.0
0.831172,0.015983,0.902126,0.0,0.0,1.708182,0.488424,17,0.419224,1.0,0.001689,0.902126,0.302297,0.0
0.831096,0.01602,0.90202,0.0,0.0,1.765383,0.53468,18,0.436144,1.0,0.001803,0.90202,0.291519,0.0
0.826594,0.017364,0.898988,0.0,0.0,1.76746,0.526014,19,0.476666,1.0,0.001641,0.898988,0.286308,0.0
0.833727,0.016645,0.903102,0.0,0.0,1.626572,0.503101,20,0.449336,1.0,0.001699,0.903102,0.275211,0.0
0.830066,0.018482,0.901986,0.0,0.0,1.759338,0.55603,21,0.472957,1.0,0.001834,0.901986,0.269116,0.0
0.827777,0.018649,0.900351,0.0,0.0,1.776068,0.570227,22,0.486434,1.0,0.002144,0.900351,0.258333,0.0
0.822894,0.017865,0.897839,0.0,0.0,1.751613,0.533234,23,0.482051,1.0,0.001728,0.897839,0.251443,0.0
0.821597,0.018393,0.899475,0.0,0.0,1.700953,0.54026,24,0.541466,1.0,0.00188,0.899475,0.244978,0.0
0.827052,0.019087,0.901103,0.0,0.0,1.752101,0.583545,25,0.530735,1.0,0.001927,0.901103,0.238167,0.0
0.828692,0.020711,0.901903,0.0,0.0,1.76779,0.601231,26,0.53256,1.0,0.002146,0.901903,0.232828,0.0
0.824077,0.018294,0.89905,0.0,0.0,1.658721,0.492762,27,0.554501,1.0,0.002173,0.89905,0.22393,0.0
0.827853,0.018862,0.901538,0.0,0.0,1.729738,0.561177,28,0.587903,1.0,0.001968,0.901538,0.217098,0.0
0.825069,0.019583,0.900827,0.0,0.0,1.763766,0.596452,29,0.578056,1.0,0.002011,0.900827,0.214208,0.0
0.828998,0.019227,0.902544,0.0,0.0,1.659926,0.529177,30,0.584327,1.0,0.002014,0.902544,0.209791,0.0
