accuracy,epoch,eval_loss,gate_mean,mae_time,mark_mrr,primary_metric,train_loss,warrant_logit_mean
0.479319,1,41.371765,1.0,4025.007704,0.72844,0.72844,99.611567,0.0
0.502028,2,41.244812,1.0,4024.753285,0.730603,0.730603,97.34373,0.0
0.545823,3,41.107845,1.0,4024.175288,0.761287,0.761287,95.97746,0.0
0.502839,4,41.143093,1.0,4023.343935,0.739795,0.739795,97.482574,0.0
0.548256,5,41.101109,1.0,4022.36679,0.762503,0.762503,97.284297,0.0
0.560422,6,41.092579,1.0,4021.044911,0.768586,0.768586,96.875814,0.0
0.548256,7,41.051304,1.0,4019.226816,0.762098,0.762098,96.064649,0.0
0.560422,8,41.038498,1.0,4016.839348,0.767099,0.767099,96.541857,0.0
0.557178,9,41.008194,1.0,4013.901827,0.765342,0.765342,98.475433,0.0
0.553122,10,40.964233,1.0,4010.259273,0.763179,0.763179,97.471934,0.0
