accuracy,epoch,eval_loss,gate_mean,mae_time,mark_mrr,primary_metric,train_loss,warrant_logit_mean
0.506894,1,41.46804,1.0,4024.883586,0.741417,0.741417,98.681641,0.0
0.468775,2,41.215538,1.0,4024.471686,0.715328,0.715328,97.023679,0.0
0.48013,3,41.181377,1.0,4023.712454,0.72844,0.72844,97.316068,0.0
0.489051,4,41.127319,1.0,4022.888682,0.732901,0.732901,96.387909,0.0
0.548256,5,41.095047,1.0,4021.821923,0.762503,0.762503,96.754346,0.0
0.539335,6,41.089474,1.0,4020.135154,0.757232,0.757232,96.464757,0.0
0.540957,7,41.052635,1.0,4017.954519,0.758178,0.758178,98.01077,0.0
0.557178,8,41.025887,1.0,4015.560853,0.766288,0.766288,97.88663,0.0
0.532847,9,40.999756,1.0,4012.714952,0.754123,0.754123,96.053027,0.0
0.566099,10,40.948689,1.0,4008.941654,0.770749,0.770749,97.641792,0.0
