accuracy,epoch,eval_loss,gate_mean,mrr,primary_metric,train_loss,warrant_logit_mean,warrant_tail_mass_mean
0.076518,1,9.233111,0.974671,0.105183,0.105183,14.036452,4.022753,1.0
0.082164,2,8.421807,0.974271,0.116377,0.116377,9.097844,4.217673,1.0
0.08285,3,8.066845,0.971309,0.121536,0.121536,8.450104,4.172298,1.0
0.087733,4,7.851067,0.970371,0.127098,0.127098,8.086381,4.129052,1.0
0.088572,5,7.675673,0.96948,0.129851,0.129851,7.823895,4.040227,1.0
0.088877,6,7.5122,0.969392,0.131477,0.131477,7.612283,3.973634,1.0
0.081935,7,7.389222,0.968912,0.129238,0.129238,7.432817,3.888962,1.0
0.087733,8,7.284978,0.967314,0.133461,0.133461,7.277401,3.76971,1.0
0.087351,9,7.17955,0.964976,0.13402,0.13402,7.121886,3.61725,1.0
0.085978,10,7.074166,0.962647,0.134329,0.134329,6.980517,3.490311,1.0
0.088572,11,6.98004,0.960717,0.136891,0.136891,6.824008,3.407473,1.0
0.083232,12,6.864096,0.956696,0.134666,0.134666,6.677861,3.21996,1.0
0.086817,13,6.780217,0.950588,0.136773,0.136773,6.537456,2.98368,1.0
0.083384,14,6.687887,0.947016,0.136147,0.136147,6.397923,2.898419,1.0
0.088343,15,6.620735,0.940657,0.139158,0.139158,6.269133,2.731557,1.0
0.08491,16,6.545267,0.937933,0.138237,0.138237,6.14309,2.660411,1.0
0.087809,17,6.480879,0.929192,0.140629,0.140629,6.03986,2.457443,1.0
0.082164,18,6.442828,0.924599,0.138216,0.138216,5.943272,2.366939,1.0
0.08819,19,6.393616,0.920131,0.141754,0.141754,5.85338,2.269188,1.0
0.090555,20,6.374855,0.912892,0.143005,0.143005,5.769634,2.142533,1.0
0.086894,21,6.347072,0.906519,0.141714,0.141714,5.703246,2.017062,1.0
0.087122,22,6.332927,0.898584,0.142198,0.142198,5.642141,1.889496,1.0
0.086359,23,6.327326,0.892053,0.141908,0.141908,5.573376,1.771082,1.0
0.08697,24,6.302542,0.904837,0.14206,0.14206,5.522983,1.959985,1.0
0.089335,25,6.295656,0.898634,0.142942,0.142942,5.480555,1.83731,1.0
0.086741,26,6.295953,0.914708,0.141733,0.141733,5.433771,2.100819,1.0
0.085368,27,6.302255,0.909918,0.141773,0.141773,5.38352,1.989488,1.0
0.08903,28,6.276812,0.900446,0.143649,0.143649,5.347497,1.863763,1.0
0.087122,29,6.299432,0.883022,0.142251,0.142251,5.305538,1.594946,1.0
0.087046,30,6.297471,0.901646,0.14172,0.14172,5.266018,1.851526,1.0
