accuracy,auc,edge_warrant_attention_entropy,edge_warrant_gate_mean,epoch,eval_loss,gate_mean,primary_metric,train_loss,warrant_logit_mean
0.56271,0.590674,0.0,0.063332,1,0.709107,1.0,0.590674,0.736426,0.0
0.605203,0.673559,0.0,0.063443,2,0.665333,1.0,0.673559,0.655598,0.0
0.639533,0.73158,0.0,0.063403,3,0.621486,1.0,0.73158,0.608359,0.0
0.695758,0.768003,0.0,0.063378,4,0.584972,1.0,0.768003,0.577179,0.0
0.703998,0.784422,0.0,0.063389,5,0.573573,1.0,0.784422,0.552782,0.0
0.71895,0.79235,0.0,0.0634,6,0.561273,1.0,0.79235,0.535362,0.0
0.732148,0.806905,0.0,0.063357,7,0.541541,1.0,0.806905,0.514045,0.0
0.718798,0.803934,0.0,0.0634,8,0.55122,1.0,0.803934,0.496921,0.0
0.74054,0.815942,0.0,0.063395,9,0.535984,1.0,0.815942,0.473385,0.0
0.733598,0.813774,0.0,0.063401,10,0.547256,1.0,0.813774,0.452761,0.0
