accuracy,epoch,eval_loss,gate_mean,mrr,primary_metric,train_loss,warrant_logit_mean,warrant_tail_mass_mean
0.027,1,15.914736,1.0,0.045848,0.045848,22.254939,0.0,1.0
0.047,2,12.706098,1.0,0.071743,0.071743,15.009632,0.0,1.0
0.0475,3,11.123604,1.0,0.078859,0.078859,12.209172,0.0,1.0
0.07,4,10.202821,1.0,0.098855,0.098855,10.701964,0.0,1.0
0.066,5,9.62359,1.0,0.100718,0.100718,9.812542,0.0,1.0
0.0725,6,9.304884,1.0,0.106012,0.106012,9.286337,0.0,1.0
0.079,7,9.08123,1.0,0.110256,0.110256,8.918656,0.0,1.0
0.077,8,8.916412,1.0,0.110657,0.110657,8.639978,0.0,1.0
0.0835,9,8.77083,1.0,0.114731,0.114731,8.439441,0.0,1.0
0.081,10,8.661355,1.0,0.114824,0.114824,8.261026,0.0,1.0
