accuracy,epoch,eval_loss,gate_mean,mae_time,mark_mrr,primary_metric,train_loss,warrant_logit_mean
0.560094,1,213.998353,0.250927,22960.929062,0.767986,0.767986,215.983772,0.730759
0.543248,2,213.584113,0.250927,22917.674536,0.759895,0.759895,215.812773,0.771917
0.428856,3,211.558037,0.250927,22659.734825,0.699801,0.699801,214.357595,0.960063
0.483199,4,201.757563,0.250927,21408.628716,0.72904,0.72904,206.503922,1.807158
0.447333,5,199.50598,0.250927,21201.445157,0.702578,0.702578,199.74319,2.060671
0.503034,6,198.02997,0.250927,21091.82792,0.739999,0.739999,199.640099,2.128601
0.547324,7,195.871595,0.250927,20909.858488,0.761948,0.761948,198.06113,2.172845
0.548592,8,194.779874,0.250927,20781.003035,0.762778,0.762778,197.347982,2.217826
0.518975,9,194.68426,0.250927,20761.848386,0.747955,0.747955,197.560772,2.262143
0.518975,10,194.438838,0.250927,20739.180038,0.74797,0.74797,196.886627,2.405239
0.5562,11,194.736548,0.250927,20776.924737,0.766582,0.766582,197.257754,2.67227
0.558283,12,194.173705,0.250927,20716.959747,0.767624,0.767624,197.332655,0.019995
0.520696,13,194.338908,0.250927,20740.826039,0.74883,0.74883,197.078592,2.261374
0.525677,14,194.553541,0.250927,20749.168011,0.751321,0.751321,197.123596,7.842523
0.56263,15,194.306856,0.250927,20751.454621,0.769797,0.769797,197.241102,10.922937
0.556834,16,194.120182,0.250927,20724.991704,0.766899,0.766899,196.939647,12.43321
0.537632,17,194.347001,0.250927,20750.787313,0.75751,0.75751,196.962674,14.298064
0.509465,18,194.572571,0.250927,20742.202455,0.743215,0.743215,196.405509,16.421363
0.511457,19,194.154298,0.250927,20715.438799,0.744211,0.744211,196.784305,15.399648
0.55149,20,194.281021,0.250927,20726.625653,0.764348,0.764348,196.340979,16.091564
0.545603,21,193.503483,0.250927,20643.005734,0.760982,0.760982,196.497378,14.141023
0.505389,22,193.840777,0.250927,20638.020983,0.741101,0.741101,196.654813,17.188026
0.51671,23,193.74203,0.250927,20643.098597,0.746838,0.746838,196.129319,15.545137
0.512997,24,194.056835,0.250927,20639.705086,0.7448,0.7448,195.945496,16.492887
0.518069,25,194.024839,0.250927,20637.323147,0.747517,0.747517,195.976811,15.882292
0.504755,26,195.068076,0.250927,20761.010022,0.74086,0.74086,195.877113,15.829935
0.551309,27,193.515057,0.250927,20604.70704,0.764137,0.764137,195.844861,13.977258
0.550041,28,193.363077,0.250927,20586.560795,0.763503,0.763503,195.667694,14.477866
0.511367,29,193.805422,0.250927,20641.888503,0.744166,0.744166,195.533569,13.695705
0.529934,30,193.644964,0.250927,20609.077545,0.753449,0.753449,195.567652,16.009432
