accuracy,epoch,eval_loss,gate_mean,mae_time,mark_mrr,primary_metric,train_loss,warrant_logit_mean
0.48013,1,41.343315,0.108828,4025.201289,0.728035,0.728035,99.644012,0.330675
0.410381,2,41.336754,0.108853,4024.720308,0.678291,0.678291,97.265116,0.331247
0.468775,3,41.156559,0.108932,4023.789812,0.722763,0.722763,95.938914,0.333003
0.483374,4,41.136421,0.109057,4022.516517,0.730062,0.730062,97.466665,0.335831
0.463909,5,41.142719,0.109134,4020.92296,0.72033,0.72033,97.258494,0.337687
0.475264,6,41.119358,0.109165,4018.652661,0.723979,0.723979,96.852163,0.338413
0.491484,7,41.118458,0.109222,4015.748075,0.72844,0.72844,96.02282,0.339724
0.45661,8,41.086983,0.109318,4012.156691,0.710597,0.710597,96.498255,0.341904
0.442011,9,41.039089,0.109593,4007.716166,0.703028,0.703028,98.416529,0.348399
0.493917,10,40.976746,0.110108,4002.492747,0.729927,0.729927,97.389915,0.361548
