distractor_attention_mass,distractor_warrant_mass,epoch,eval_loss,gate_mean,primary_metric,support_ap,support_attention_mass,support_attention_ratio,support_auc,support_f1,support_mass_ratio,support_mrr,support_precision,support_recall,support_recall_at_1,support_recall_at_2,support_recall_at_5,support_warrant_mass,train_loss,warrant_logit_mean
0.734702,0.734702,1,1.588853,1.0,0.576698,0.559259,0.265298,0.265298,0.560309,0.349201,0.265298,0.576698,0.349201,0.349201,0.360299,0.557726,1.0,0.265298,1.5993,0.0
0.733978,0.733978,2,1.595613,1.0,0.56088,0.544824,0.266022,0.266022,0.554426,0.325317,0.266022,0.56088,0.325317,0.325317,0.337407,0.53874,1.0,0.266022,1.564335,0.0
0.732804,0.732804,3,1.602903,1.0,0.566751,0.551875,0.267196,0.267196,0.552579,0.334171,0.267196,0.566751,0.334171,0.334171,0.343295,0.546652,1.0,0.267196,1.537461,0.0
0.7344,0.7344,4,1.645755,1.0,0.558542,0.541714,0.2656,0.2656,0.542057,0.318474,0.2656,0.558542,0.318474,0.318474,0.331605,0.533943,1.0,0.2656,1.484444,0.0
0.737947,0.737947,5,1.69226,1.0,0.559856,0.542306,0.262053,0.262053,0.54474,0.31312,0.262053,0.559856,0.31312,0.31312,0.331031,0.543135,1.0,0.262053,1.410609,0.0
0.740473,0.740473,6,1.807548,1.0,0.570504,0.551081,0.259527,0.259527,0.548931,0.329111,0.259527,0.570504,0.329111,0.329111,0.35444,0.542215,1.0,0.259527,1.304583,0.0
0.739194,0.739194,7,1.833159,1.0,0.549759,0.534165,0.260806,0.260806,0.540283,0.306255,0.260806,0.549759,0.306255,0.306255,0.315463,0.53581,1.0,0.260806,1.184769,0.0
0.741733,0.741733,8,2.009637,1.0,0.552413,0.535919,0.258267,0.258267,0.549212,0.310815,0.258267,0.552413,0.310815,0.310815,0.319843,0.530454,1.0,0.258267,1.047188,0.0
0.741408,0.741408,9,2.088846,1.0,0.547167,0.532182,0.258592,0.258592,0.545811,0.300386,0.258592,0.547167,0.300386,0.300386,0.309101,0.536744,1.0,0.258592,0.923734,0.0
0.743678,0.743678,10,2.227216,1.0,0.56091,0.542805,0.256322,0.256322,0.551078,0.314537,0.256322,0.56091,0.314537,0.314537,0.329049,0.550374,1.0,0.256322,0.813715,0.0
