distractor_attention_mass,distractor_warrant_mass,epoch,eval_loss,gate_mean,primary_metric,support_ap,support_attention_mass,support_attention_ratio,support_auc,support_f1,support_mass_ratio,support_mrr,support_precision,support_recall,support_recall_at_1,support_recall_at_2,support_recall_at_5,support_warrant_mass,train_loss,warrant_logit_mean
0.734738,0.700632,1,1.588,0.950721,0.566473,0.549338,0.265262,0.265262,0.557985,0.328288,0.26528,0.566473,0.328288,0.328288,0.335971,0.563083,1.0,0.252975,1.598668,1.693437
0.733527,0.698127,2,1.601328,0.948927,0.562515,0.544423,0.266473,0.266473,0.549715,0.326842,0.266534,0.562515,0.326842,0.326842,0.337881,0.545576,1.0,0.253699,1.566144,1.648644
0.732182,0.69651,3,1.60765,0.948584,0.567024,0.546399,0.267818,0.267818,0.559688,0.320279,0.26804,0.567024,0.320279,0.320279,0.339834,0.556261,1.0,0.255095,1.531994,1.644346
0.734513,0.698679,4,1.636898,0.94862,0.569342,0.551051,0.265487,0.265487,0.558741,0.33066,0.265707,0.569342,0.33066,0.33066,0.347116,0.551421,1.0,0.252853,1.478716,1.645622
0.737616,0.700622,5,1.695927,0.947185,0.555741,0.538568,0.262384,0.262384,0.540471,0.319085,0.262538,0.555741,0.319085,0.319085,0.325674,0.539186,1.0,0.249446,1.396578,1.60882
0.738711,0.701018,6,1.813103,0.945938,0.541624,0.52854,0.261289,0.261289,0.533534,0.305693,0.261464,0.541624,0.305693,0.305693,0.303758,0.523129,1.0,0.248213,1.286501,1.581879
0.738853,0.700452,7,1.905881,0.944432,0.545644,0.533468,0.261147,0.261147,0.530048,0.308254,0.261379,0.545644,0.308254,0.308254,0.309058,0.526547,1.0,0.247928,1.156807,1.554824
0.742566,0.703573,8,2.032766,0.94233,0.559897,0.544774,0.257434,0.257434,0.543233,0.322642,0.257559,0.559897,0.322642,0.322642,0.328044,0.547501,1.0,0.244104,1.02483,1.510534
0.742343,0.702259,9,2.244552,0.94029,0.565563,0.546958,0.257657,0.257657,0.54664,0.32335,0.25787,0.565563,0.32335,0.32335,0.335411,0.562107,1.0,0.244037,0.911442,1.473939
0.741222,0.697116,10,2.323855,0.932679,0.554281,0.537695,0.258778,0.258778,0.54007,0.316217,0.259143,0.554281,0.316217,0.316217,0.318852,0.557252,1.0,0.243926,0.796652,1.345293
