accuracy,auc,edge_warrant_attention_entropy,edge_warrant_gate_mean,epoch,eval_loss,gate_mean,primary_metric,train_loss,warrant_logit_mean
0.591824,0.613188,2.845354,0.955803,1,0.716484,0.837108,0.613188,0.737917,2.576743
0.617755,0.666817,2.732412,0.976986,2,0.666908,0.847028,0.666817,0.6671,2.823029
0.650092,0.713135,2.314587,0.995312,3,0.624665,0.863249,0.713135,0.617113,3.468945
0.676937,0.760044,2.142355,0.999537,4,0.580858,0.875539,0.760044,0.56493,4.872358
0.734594,0.816287,2.284308,0.999928,5,0.52147,0.878984,0.816287,0.525251,6.809353
0.747407,0.826084,2.421287,0.999975,6,0.510588,0.879291,0.826084,0.484493,7.841678
0.790726,0.862081,2.320095,0.999988,7,0.466711,0.879346,0.862081,0.441046,8.395164
0.802624,0.888615,2.011554,0.999992,8,0.423191,0.87939,0.888615,0.413315,9.152961
0.835265,0.897621,1.986989,0.999993,9,0.40233,0.879374,0.897621,0.388668,9.621171
0.823673,0.888318,1.944534,0.999994,10,0.419384,0.879418,0.888318,0.364072,10.015064
