accuracy,epoch,eval_loss,gate_mean,mae_time,mark_mrr,primary_metric,train_loss,warrant_logit_mean
0.545012,1,41.250561,0.114582,4024.831758,0.760341,0.760341,96.589381,0.0
0.462287,2,41.191822,0.114582,4024.595665,0.718708,0.718708,96.708969,0.0
0.536902,3,41.162083,0.114582,4024.361483,0.757232,0.757232,98.088638,0.0
0.520681,4,41.141136,0.114582,4023.777738,0.748716,0.748716,99.322337,0.0
0.536902,5,41.098988,0.114582,4023.015306,0.756826,0.756826,97.085284,0.0
0.553933,6,41.089756,0.114582,4022.239792,0.766018,0.766018,98.23807,0.0
0.553933,7,41.081726,0.114582,4021.1951,0.763585,0.763585,96.548617,0.0
0.560422,8,41.05328,0.114582,4019.578598,0.768181,0.768181,97.539149,0.0
0.566099,9,41.02866,0.114582,4017.587709,0.772236,0.772236,97.508418,0.0
0.564477,10,41.007824,0.114582,4015.168467,0.771019,0.771019,95.503222,0.0
