distractor_attention_mass,distractor_warrant_mass,epoch,eval_loss,gate_mean,primary_metric,support_ap,support_attention_mass,support_attention_ratio,support_auc,support_f1,support_mass_ratio,support_mrr,support_precision,support_recall,support_recall_at_1,support_recall_at_2,support_recall_at_5,support_warrant_mass,train_loss,warrant_logit_mean
0.733789,0.699762,1,1.590096,0.95076,0.562599,0.547206,0.266211,0.266211,0.550294,0.328946,0.26623,0.562599,0.328946,0.328946,0.336919,0.547961,1.0,0.253894,1.596312,1.694427
0.733207,0.697501,2,1.603515,0.948465,0.560102,0.543826,0.266793,0.266793,0.539232,0.325937,0.266848,0.560102,0.325937,0.325937,0.340337,0.525656,1.0,0.253883,1.561168,1.63734
0.73289,0.695962,3,1.631068,0.946806,0.551365,0.538656,0.26711,0.26711,0.538572,0.324159,0.267244,0.551365,0.324159,0.324159,0.322787,0.524637,1.0,0.253853,1.529254,1.599159
0.735549,0.698267,4,1.678587,0.94665,0.549591,0.535199,0.264451,0.264451,0.532856,0.314348,0.264585,0.549591,0.314348,0.314348,0.320848,0.529449,1.0,0.251242,1.471289,1.59555
0.735059,0.697094,5,1.716119,0.945526,0.544495,0.531745,0.264941,0.264941,0.539617,0.30592,0.265141,0.544495,0.30592,0.30592,0.308655,0.526016,1.0,0.251541,1.388137,1.57276
0.735036,0.693879,6,1.828533,0.940938,0.532283,0.520935,0.264964,0.264964,0.528363,0.28728,0.265323,0.532283,0.28728,0.28728,0.287759,0.519754,1.0,0.250635,1.273097,1.483384
0.735883,0.692186,7,1.907941,0.93718,0.543478,0.526151,0.264117,0.264117,0.537002,0.292398,0.264616,0.543478,0.292398,0.292398,0.302796,0.538223,1.0,0.24911,1.151103,1.41836
0.737262,0.686308,8,2.076174,0.926032,0.540794,0.527888,0.262738,0.262738,0.526801,0.299694,0.263439,0.540794,0.299694,0.299694,0.296937,0.545505,1.0,0.245468,1.021286,1.238248
0.736831,0.685904,9,2.257152,0.924969,0.534425,0.520415,0.263169,0.263169,0.532957,0.282927,0.264059,0.534425,0.282927,0.282927,0.29158,0.517313,1.0,0.246082,0.894358,1.260819
0.738441,0.684084,10,2.44627,0.918267,0.540713,0.525815,0.261559,0.261559,0.53169,0.299533,0.262357,0.540713,0.299533,0.299533,0.301374,0.529505,1.0,0.243194,0.772882,1.17554
