non_true_tail_warrant_mass,rank_after_tail_bias,rank_before_tail_bias,rank_gain_from_tail_path,sample_id,true_tail_attention_mass,true_tail_bias,true_tail_copy_mass,true_tail_in_history,true_tail_warrant_mass
1.0,5380.0,5380.0,0.0,6553,0.0,0.0,0.0,False,0.0
0.9907318353652954,1.0,1.0,0.0,6554,0.009268210269510746,0.0,0.0,True,0.009268210269510746
1.0,182.0,182.0,0.0,6555,0.0,0.0,0.0,False,0.0
0.9999999403953552,7486.0,7486.0,0.0,6556,0.0,0.0,0.0,False,0.0
1.0,4736.0,4736.0,0.0,6557,0.0,0.0,0.0,False,0.0
1.0,688.0,688.0,0.0,6558,0.0,0.0,0.0,False,0.0
0.9961720705032349,7.0,7.0,0.0,6559,0.0038279532454907894,0.0,0.0,True,0.0038279532454907894
1.0,2133.0,2133.0,0.0,6560,0.0,0.0,0.0,False,0.0
1.0,6806.0,6806.0,0.0,6561,0.0,0.0,0.0,False,0.0
0.9931017756462097,1.0,1.0,0.0,6562,0.006898248568177223,0.0,0.0,True,0.006898248568177223
1.0,5231.0,5231.0,0.0,6563,0.0,0.0,0.0,False,0.0
0.979108989238739,2148.0,2148.0,0.0,6564,0.02089107222855091,0.0,0.0,True,0.02089107222855091
1.0,2476.0,2476.0,0.0,6565,0.0,0.0,0.0,False,0.0
0.9999999403953552,4255.0,4255.0,0.0,6566,0.0,0.0,0.0,False,0.0
1.0,2360.0,2360.0,0.0,6567,0.0,0.0,0.0,False,0.0
0.9934056997299194,1.0,1.0,0.0,6568,0.00659430306404829,0.0,0.0,True,0.00659430306404829
1.0,315.0,315.0,0.0,6569,0.0,0.0,0.0,False,0.0
0.9999999403953552,7257.0,7257.0,0.0,6570,0.0,0.0,0.0,False,0.0
0.9789960980415344,5840.0,5840.0,0.0,6571,0.021003887057304382,0.0,0.0,True,0.021003887057304382
0.9940787553787231,1.0,1.0,0.0,6572,0.005921281408518553,0.0,0.0,True,0.005921281408518553
1.0,4025.0,4025.0,0.0,6573,0.0,0.0,0.0,False,0.0
1.0,1792.0,1792.0,0.0,6574,0.0,0.0,0.0,False,0.0
1.0,7164.0,7164.0,0.0,6575,0.0,0.0,0.0,False,0.0
0.9691422581672668,3700.0,3700.0,0.0,6576,0.030857767909765244,0.0,0.0,True,0.030857767909765244
1.0,1159.0,1159.0,0.0,6577,0.0,0.0,0.0,False,0.0
1.0,5104.0,5104.0,0.0,6578,0.0,0.0,0.0,False,0.0
0.9859461188316345,1.0,1.0,0.0,6579,0.014053854160010815,0.0,0.0,True,0.014053854160010815
0.9897205233573914,1.0,1.0,0.0,6580,0.010279564186930656,0.0,0.0,True,0.010279564186930656
0.9999998807907104,7539.0,7539.0,0.0,6581,0.0,0.0,0.0,False,0.0
1.0,168.0,168.0,0.0,6582,0.0,0.0,0.0,False,0.0
1.0,6474.0,6474.0,0.0,6583,0.0,0.0,0.0,False,0.0
1.0,2709.0,2709.0,0.0,6584,0.0,0.0,0.0,False,0.0
0.9999999403953552,7224.0,7224.0,0.0,6585,0.0,0.0,0.0,False,0.0
1.0,679.0,679.0,0.0,6586,0.0,0.0,0.0,False,0.0
0.9944977164268494,5112.0,5112.0,0.0,6587,0.005502261221408844,0.0,0.0,True,0.005502261221408844
0.9999999403953552,1899.0,1899.0,0.0,6588,0.0,0.0,0.0,False,0.0
0.9899260997772217,6645.0,6645.0,0.0,6589,0.010073787532746792,0.0,0.0,True,0.010073787532746792
0.948638916015625,2425.0,2425.0,0.0,6590,0.051361069083213806,0.0,0.0,True,0.051361069083213806
1.0,6838.0,6838.0,0.0,6591,0.0,0.0,0.0,False,0.0
1.0,38.0,38.0,0.0,6592,0.0,0.0,0.0,False,0.0
1.0,18.0,18.0,0.0,6593,0.0,0.0,0.0,False,0.0
1.0,826.0,826.0,0.0,6594,0.0,0.0,0.0,False,0.0
0.9761791229248047,422.0,422.0,0.0,6595,0.023820800706744194,0.0,0.0,True,0.023820800706744194
0.9999999403953552,4388.0,4388.0,0.0,6596,0.0,0.0,0.0,False,0.0
0.9304823875427246,3563.0,3563.0,0.0,6597,0.06951762735843658,0.0,0.0,True,0.06951762735843658
0.959232747554779,1.0,1.0,0.0,6598,0.04076734930276871,0.0,0.0,True,0.04076734930276871
1.0,7653.0,7653.0,0.0,6599,0.0,0.0,0.0,False,0.0
0.9999999403953552,2637.0,2637.0,0.0,6600,0.0,0.0,0.0,False,0.0
0.9608722925186157,1.0,1.0,0.0,6601,0.03912767767906189,0.0,0.0,True,0.03912767767906189
1.0,5631.0,5631.0,0.0,6602,0.0,0.0,0.0,False,0.0
0.999083936214447,6847.0,6847.0,0.0,6603,0.0009160436457023025,0.0,0.0,True,0.0009160436457023025
1.0,3009.0,3009.0,0.0,6604,0.0,0.0,0.0,False,0.0
