accuracy,epoch,eval_loss,gate_mean,mrr,primary_metric,train_loss,warrant_logit_mean,warrant_tail_mass_mean
0.002441,1,14.791486,1.0,0.005048,0.005048,21.803573,0.0,0.0
0.004881,2,11.744174,1.0,0.010949,0.010949,13.626818,0.0,0.0
0.027456,3,10.70162,1.0,0.034118,0.034118,11.300936,0.0,0.0
0.039048,4,10.216125,1.0,0.046702,0.046702,10.39197,0.0,0.0
0.053081,5,9.901506,1.0,0.059404,0.059404,9.878736,0.0,0.0
0.064063,6,9.648688,1.0,0.067829,0.067829,9.469055,0.0,0.0
0.068944,7,9.456523,1.0,0.073373,0.073373,9.183399,0.0,0.0
0.073215,8,9.307116,1.0,0.077768,0.077768,8.91045,0.0,0.0
0.074436,9,9.161861,1.0,0.079078,0.079078,8.704358,0.0,0.0
0.075656,10,9.049331,1.0,0.081182,0.081182,8.496363,0.0,0.0
