accuracy,attention_parameter_grad_norm,auc,edge_attention_grad_norm,edge_gate_grad_norm,edge_warrant_attention_entropy,edge_warrant_gate_mean,epoch,eval_loss,gate_mean,permission_grad_norm,primary_metric,train_loss,warrant_logit_mean
0.59601,0.022194,0.641027,0.0,0.0,2.830418,0.644255,1,0.662528,1.0,5.8e-05,0.641027,0.701335,0.0
0.813892,0.019151,0.876887,0.0,0.0,1.898284,0.101245,2,0.427396,1.0,0.001025,0.876887,0.534007,0.0
0.827319,0.01204,0.886689,0.0,0.0,2.657699,0.110933,3,0.404511,1.0,0.00073,0.886689,0.457803,0.0
0.824916,0.009633,0.890909,0.0,0.0,2.827072,0.104096,4,0.406788,1.0,0.000982,0.890909,0.441425,0.0
0.824916,0.011109,0.893709,0.0,0.0,3.046409,0.102163,5,0.395492,1.0,0.000703,0.893709,0.434171,0.0
0.83121,0.008306,0.898504,0.0,0.0,3.000822,0.099979,6,0.390232,1.0,0.000438,0.898504,0.42236,0.0
0.830447,0.010714,0.897685,0.0,0.0,3.029011,0.103053,7,0.389223,1.0,0.000385,0.897685,0.411017,0.0
0.824916,0.010369,0.900236,0.0,0.0,3.09618,0.099853,8,0.389425,1.0,0.000358,0.900236,0.400118,0.0
0.828387,0.011833,0.901438,0.0,0.0,3.106581,0.099219,9,0.386538,1.0,0.000342,0.901438,0.388293,0.0
0.827014,0.014705,0.902195,0.0,0.0,2.978394,0.11102,10,0.388537,1.0,0.000559,0.902195,0.380123,0.0
0.830256,0.014246,0.90218,0.0,0.0,2.970878,0.099791,11,0.386467,1.0,0.000613,0.90218,0.368316,0.0
0.832736,0.013213,0.90473,0.0,0.0,3.011475,0.098437,12,0.388307,1.0,0.00052,0.90473,0.356313,0.0
0.829493,0.015424,0.903527,0.0,0.0,2.944397,0.101082,13,0.402516,1.0,0.000789,0.903527,0.345181,0.0
0.82915,0.014488,0.904231,0.0,0.0,2.982789,0.097577,14,0.395679,1.0,0.000566,0.904231,0.333906,0.0
0.832507,0.014509,0.903157,0.0,0.0,2.953017,0.100037,15,0.423008,1.0,0.000405,0.903157,0.324422,0.0
0.829074,0.015859,0.903682,0.0,0.0,2.960784,0.098845,16,0.408555,1.0,0.000551,0.903682,0.316496,0.0
0.828883,0.015433,0.903079,0.0,0.0,2.921798,0.1023,17,0.415106,1.0,0.000674,0.903079,0.302827,0.0
0.830676,0.015853,0.904022,0.0,0.0,2.821345,0.099457,18,0.469703,1.0,0.000605,0.904022,0.295229,0.0
0.829112,0.017051,0.902662,0.0,0.0,2.96767,0.102358,19,0.476962,1.0,0.000613,0.902662,0.287063,0.0
0.829493,0.017531,0.903824,0.0,0.0,2.949992,0.097945,20,0.46277,1.0,0.000816,0.903824,0.278962,0.0
0.833766,0.017081,0.904982,0.0,0.0,2.858625,0.099649,21,0.481785,1.0,0.00067,0.904982,0.267792,0.0
0.830676,0.017189,0.904785,0.0,0.0,2.908942,0.096888,22,0.473413,1.0,0.000733,0.904785,0.262316,0.0
0.828692,0.01852,0.902769,0.0,0.0,2.879962,0.100642,23,0.496724,1.0,0.001134,0.902769,0.255892,0.0
0.83182,0.018434,0.905588,0.0,0.0,2.842134,0.098014,24,0.495783,1.0,0.001002,0.905588,0.24926,0.0
0.832316,0.018512,0.904188,0.0,0.0,2.83212,0.099474,25,0.483505,1.0,0.000835,0.904188,0.240561,0.0
0.824077,0.018906,0.900407,0.0,0.0,2.901292,0.099073,26,0.564033,1.0,0.000849,0.900407,0.232265,0.0
0.830142,0.01903,0.903672,0.0,0.0,2.85443,0.09965,27,0.526949,1.0,0.000727,0.903672,0.228635,0.0
0.828311,0.019603,0.901945,0.0,0.0,2.857349,0.100182,28,0.554546,1.0,0.000865,0.901945,0.221243,0.0
0.83079,0.020346,0.904029,0.0,0.0,2.799631,0.098305,29,0.590227,1.0,0.000838,0.904029,0.220468,0.0
0.830523,0.01933,0.905347,0.0,0.0,2.860544,0.098651,30,0.588972,1.0,0.00085,0.905347,0.211308,0.0
