accuracy,epoch,eval_loss,gate_mean,mae_time,mark_mrr,primary_metric,train_loss,warrant_logit_mean
0.551399,1,213.981438,0.250927,22958.689324,0.763654,0.763654,215.378951,0.724983
0.507563,2,213.443736,0.250927,22901.029365,0.742264,0.742264,215.23537,0.719918
0.503034,3,209.398379,0.250927,22448.92628,0.739969,0.739969,213.105813,0.766145
0.514627,4,199.497213,0.250927,21265.238458,0.729538,0.729538,204.716793,1.689043
0.539172,5,198.658009,0.250927,21200.401824,0.758068,0.758068,199.800582,0.813065
0.521964,6,197.057981,0.250927,21017.112868,0.749464,0.749464,198.776299,-0.580131
0.513088,7,195.462886,0.250927,20856.594309,0.744905,0.744905,197.875042,-0.678734
0.548863,8,194.625765,0.250927,20781.774922,0.762914,0.762914,197.912086,0.004403
0.530206,9,194.800751,0.250927,20754.22255,0.753585,0.753585,197.64823,1.063406
0.548592,10,194.488107,0.250927,20738.104585,0.762552,0.762552,197.457809,0.44665
0.548773,11,194.282294,0.250927,20725.361,0.762869,0.762869,197.234648,-0.759789
0.558554,12,194.442738,0.250927,20745.595759,0.76776,0.76776,197.106291,-1.916692
0.519337,13,194.302991,0.250927,20731.758579,0.748151,0.748151,196.810258,-2.317204
0.546056,14,194.305752,0.250927,20745.537615,0.76151,0.76151,197.346128,-14.158342
0.545874,15,194.484603,0.250927,20756.966798,0.761238,0.761238,197.418066,-22.495497
0.561634,16,194.338858,0.250927,20732.530581,0.768997,0.768997,197.528066,-23.334732
0.527488,17,194.326467,0.250927,20742.60964,0.751849,0.751849,197.073445,-20.154815
0.556924,18,194.236215,0.250927,20732.802588,0.766854,0.766854,197.286915,-19.961785
0.552939,19,194.282934,0.250927,20736.613507,0.764982,0.764982,197.08634,-19.731934
0.559551,20,194.296931,0.250927,20732.619308,0.76782,0.76782,197.20722,-21.232376
0.556924,21,194.19524,0.250927,20743.459926,0.766612,0.766612,196.815001,-20.148721
0.559188,22,193.909917,0.250927,20721.924538,0.76776,0.76776,197.594196,-20.002873
0.51182,23,195.422418,0.250927,20858.457595,0.744392,0.744392,197.586996,-19.179426
0.542523,24,194.435861,0.250927,20728.447706,0.759563,0.759563,197.513716,-20.622069
0.553392,25,193.683343,0.250927,20643.13384,0.765178,0.765178,196.483855,-16.379092
0.527307,26,193.669549,0.250927,20607.027114,0.75203,0.75203,196.358265,-16.224155
0.553754,27,193.920619,0.250927,20622.241174,0.765269,0.765269,196.026136,-17.935981
0.517616,28,193.439996,0.250927,20587.097019,0.74729,0.74729,196.11998,-18.814731
0.527579,29,193.965177,0.250927,20644.531477,0.75194,0.75194,196.037355,-19.832674
0.54524,30,194.363004,0.250927,20663.388627,0.761103,0.761103,196.047498,-20.028079
