domain,dataset,model,metric_name,direction,seeds,base_mean,base_std,generic_qk_warrant_mean,generic_qk_warrant_std,open_path_no_gate_mean,open_path_no_gate_std,correct_path_warrant_mean,correct_path_warrant_std,shuffled_pairing_mean,shuffled_pairing_std,path_reach_mean,path_reach_std,correct_over_generic_mean,correct_over_generic_std,correct_over_shuffled_mean,correct_over_shuffled_std,correct_over_open_path_mean,correct_over_open_path_std,open_path_over_base_mean,open_path_over_base_std,path_reach_rel_signed_mean,path_reach_rel_signed_std,correct_over_generic_rel_signed_mean,correct_over_generic_rel_signed_std,correct_over_shuffled_rel_signed_mean,correct_over_shuffled_rel_signed_std,correct_over_open_path_rel_signed_mean,correct_over_open_path_rel_signed_std,path_reach_rel_mean,path_reach_rel_std,correct_over_generic_rel_mean,correct_over_generic_rel_std,correct_over_shuffled_rel_mean,correct_over_shuffled_rel_std,correct_over_open_path_rel_mean,correct_over_open_path_rel_std,seed_need_score_raw_mean,seed_need_score_raw_std,need_score_raw_mean,warrant_need_score,warrant_need_score_minmax,warrant_need_tier,main_rows,main_row_improvement,main_row_relative_pct,main_row_improved,main_row_tier,main_row_paired_ci95,main_row_paired_t_p
stpp,gowalla,DeepSTPP,rmse_location,lower,3,0.04297,0.0050389214123659,0.0440986666666666,0.00418617801023,0.0582043333333333,0.0196881567530668,0.044024,0.0095993466965205,1.635721,0.0157419161476613,-0.0010539999999999,0.0074998308647595,7.466666666666501e-05,0.0134946420972671,1.591697,0.0253271121725316,0.0141803333333333,0.0141501789505763,-0.0152343333333333,0.0205760732486384,-0.0220504386109436,0.1701360423045824,0.0216535777277414,0.3350687263507177,37.43279610657761,5.046811579580528,0.3457384680877389,0.3310186966874912,0.0,0.0446424323855536,0.0216535777277414,0.2166549615507937,37.43279610657761,5.046811579580528,0.3457384680877389,0.3129866655780475,12.411343287232324,1.7392408164264574,12.359968395820768,12.359968395820768,1.0,very_high,6,-0.0002253333333333,-0.4179686842740875,False,drop,"[-0.0101, +0.0096]",0.9306
tkg,icews18,CyGNet,mrr,higher,3,0.0887143333333333,0.000686164946156,0.0882106666666666,0.0010221082786737,0.0887143333333333,0.000686164946156,0.0882106666666666,0.0010221082786737,0.0533196666666666,0.0006573471939038,-0.0005036666666666,0.0004732064383895,0.0,0.0,0.034891,0.0004590599089443,-0.0005036666666666,0.0004732064383895,0.0,0.0,-0.0056923252491201,0.0053463726655103,0.0,0.0,0.3932952844290488,0.0040701363023207,-0.0056923252491201,0.0053463726655103,0.0,0.0,0.0,0.0,0.3932952844290488,0.0040701363023207,0.0,0.0,0.1297874438615861,0.0013431449797658,0.1297874438615861,0.1297874438615861,0.0,strong,9,-0.0034579999999999,-2.2397549501250578,False,drop,"[-0.0185, +0.0116]",0.4274
