accuracy,epoch,eval_loss,gate_mean,mrr,primary_metric,train_loss,warrant_logit_mean,warrant_tail_mass_mean
0.068126,1,9.09849,0.966526,0.102385,0.102385,13.586585,3.014697,1.0
0.078425,2,8.340211,0.965461,0.115632,0.115632,9.067605,3.000707,1.0
0.084529,3,8.029025,0.958645,0.122882,0.122882,8.454159,2.970197,1.0
0.085673,4,7.809776,0.957284,0.125839,0.125839,8.117067,2.945664,1.0
0.085902,5,7.622336,0.957627,0.128321,0.128321,7.865267,2.929808,1.0
0.088419,6,7.477254,0.957137,0.131528,0.131528,7.659424,2.90135,1.0
0.088114,7,7.341676,0.954856,0.132151,0.132151,7.476165,2.876992,1.0
0.087733,8,7.22253,0.953339,0.133452,0.133452,7.300427,2.84615,1.0
0.087428,9,7.099143,0.949081,0.134291,0.134291,7.128161,2.726959,1.0
0.088496,10,6.966716,0.944332,0.135982,0.135982,6.957729,2.617485,1.0
0.08903,11,6.851587,0.934036,0.136786,0.136786,6.793918,2.394552,1.0
0.089411,12,6.744586,0.92581,0.137904,0.137904,6.636165,2.284337,1.0
0.087275,13,6.640518,0.933824,0.137976,0.137976,6.485097,2.467054,1.0
0.088877,14,6.560574,0.893991,0.139002,0.139002,6.352599,1.856218,1.0
0.08758,15,6.494758,0.876729,0.139062,0.139062,6.229302,1.672975,1.0
0.083918,16,6.441838,0.880448,0.137959,0.137959,6.122554,1.794999,1.0
0.083613,17,6.380314,0.852668,0.139221,0.139221,6.041181,1.523656,1.0
0.086894,18,6.351616,0.814802,0.140398,0.140398,5.943011,1.076521,1.0
0.085597,19,6.317187,0.803806,0.14052,0.14052,5.860072,0.971292,1.0
0.087885,20,6.295645,0.758435,0.141851,0.141851,5.798864,0.483596,1.0
0.086436,21,6.277187,0.768162,0.140652,0.140652,5.727669,0.557766,1.0
0.086131,22,6.266354,0.769325,0.141041,0.141041,5.674707,0.634066,1.0
0.08903,23,6.251549,0.752351,0.142884,0.142884,5.612832,0.40864,1.0
0.088648,24,6.254865,0.718544,0.142253,0.142253,5.571848,0.011589,1.0
0.089411,25,6.252158,0.723081,0.141692,0.141692,5.524136,0.075768,1.0
0.088801,26,6.233326,0.714613,0.144305,0.144305,5.477712,-0.014064,1.0
0.089335,27,6.244433,0.707335,0.143722,0.143722,5.433374,-0.223335,1.0
0.08552,28,6.22967,0.71989,0.143276,0.143276,5.392272,-0.087786,1.0
0.084376,29,6.253708,0.712062,0.141501,0.141501,5.356708,-0.096849,1.0
0.089258,30,6.242971,0.684441,0.14308,0.14308,5.324777,-0.524449,1.0
