accuracy,epoch,eval_loss,gate_mean,mrr,primary_metric,train_loss,warrant_logit_mean,warrant_tail_mass_mean
0.076671,1,8.86421,1.0,0.108217,0.108217,12.926169,2.810507,1.0
0.085597,2,8.200985,1.0,0.120622,0.120622,8.869046,2.776015,1.0
0.085978,3,7.893676,1.0,0.124968,0.124968,8.322882,2.727922,1.0
0.088953,4,7.721942,1.0,0.128104,0.128104,8.008855,2.658024,1.0
0.087351,5,7.514753,1.0,0.129538,0.129538,7.771706,2.706221,1.0
0.087885,6,7.378636,1.0,0.131469,0.131469,7.561592,2.636052,1.0
0.088801,7,7.24398,1.0,0.133251,0.133251,7.372399,2.530268,1.0
0.088877,8,7.121937,1.0,0.134239,0.134239,7.19897,2.48501,1.0
0.089564,9,7.009716,1.0,0.134971,0.134971,7.027425,2.408796,1.0
0.089487,10,6.859548,1.0,0.137162,0.137162,6.845255,2.366034,1.0
0.088648,11,6.756464,1.0,0.136023,0.136023,6.678206,2.162963,1.0
0.085215,12,6.625517,1.0,0.136849,0.136849,6.509519,2.109534,1.0
0.087275,13,6.535536,1.0,0.138326,0.138326,6.362389,2.021594,1.0
0.087428,14,6.454504,1.0,0.139816,0.139816,6.231678,1.879811,1.0
0.084452,15,6.396228,1.0,0.138561,0.138561,6.117666,1.989751,1.0
0.089258,16,6.344651,1.0,0.141837,0.141837,6.016427,1.595965,1.0
0.087809,17,6.306175,1.0,0.142131,0.142131,5.923434,1.638753,1.0
0.086131,18,6.286652,1.0,0.140915,0.140915,5.848012,1.427242,1.0
0.086512,19,6.257223,1.0,0.142534,0.142534,5.778283,1.582347,1.0
0.090403,20,6.247922,1.0,0.144125,0.144125,5.725629,1.379445,1.0
0.086436,21,6.231447,1.0,0.142073,0.142073,5.654789,1.154345,1.0
0.084452,22,6.231525,1.0,0.140848,0.140848,5.610852,1.131321,1.0
0.085444,23,6.22773,1.0,0.142876,0.142876,5.567228,1.135614,1.0
0.087504,24,6.221196,1.0,0.14349,0.14349,5.519511,1.043749,1.0
0.089945,25,6.214186,1.0,0.144213,0.144213,5.472314,1.012595,1.0
0.088648,26,6.224491,1.0,0.143273,0.143273,5.434916,1.077172,1.0
0.087351,27,6.217137,1.0,0.143458,0.143458,5.394076,1.003209,1.0
0.08758,28,6.224321,1.0,0.143194,0.143194,5.349782,0.916944,1.0
0.084529,29,6.238907,1.0,0.141263,0.141263,5.320706,1.023378,1.0
0.087351,30,6.23109,1.0,0.1428,0.1428,5.278133,0.866118,1.0
