epoch,eval_loss,gate_mean,joint_nll,mae_time,primary_metric,rmse_location,train_loss,warrant_logit_mean
1,4.231599,0.998291,4.231599,0.434534,0.923072,0.923072,4.562837,2.889411
2,4.514863,0.998291,4.514863,0.365432,1.343083,1.343083,4.306674,2.922089
3,4.23492,0.998291,4.23492,0.340994,1.068203,1.068203,4.254875,2.974162
4,4.153805,0.998291,4.153805,0.357929,0.979512,0.979512,4.202104,2.753717
5,4.108283,0.998291,4.108283,0.332785,0.938161,0.938161,4.17303,1.809737
6,4.133007,0.998291,4.133007,0.315925,0.937741,0.937741,4.12948,2.181718
7,4.064879,0.998291,4.064879,0.327234,1.01754,1.01754,4.105351,1.840721
8,3.929064,0.998291,3.929064,0.304498,0.892895,0.892895,4.066429,2.14808
9,3.95144,0.998291,3.95144,0.312337,0.911309,0.911309,4.033446,1.994043
10,3.86246,0.998291,3.86246,0.305838,0.89542,0.89542,4.003004,2.014521
11,3.91773,0.998291,3.91773,0.318395,1.00089,1.00089,3.984642,2.269711
12,3.871487,0.998291,3.871487,0.348409,0.933896,0.933896,3.962134,2.125014
13,3.903458,0.998291,3.903458,0.340702,0.919726,0.919726,3.946908,2.09383
14,3.827385,0.998291,3.827385,0.314148,0.936332,0.936332,3.918738,1.662026
15,3.876917,0.998291,3.876917,0.358191,0.959421,0.959421,3.876537,1.64381
16,3.771324,0.998291,3.771324,0.319678,0.918585,0.918585,3.862114,2.269125
17,3.745578,0.998291,3.745578,0.311836,0.935041,0.935041,3.846324,2.440274
18,3.830737,0.998291,3.830737,0.338321,0.96225,0.96225,3.804087,2.457799
19,3.693285,0.998291,3.693285,0.325895,0.899138,0.899138,3.787212,2.323411
20,3.720963,0.998291,3.720963,0.313632,0.938386,0.938386,3.776884,2.666656
21,3.716629,0.998291,3.716629,0.337555,0.979513,0.979513,3.738512,2.879909
22,3.704909,0.998291,3.704909,0.334737,0.956187,0.956187,3.70699,2.832837
23,3.887412,0.998291,3.887412,0.316565,1.095414,1.095414,3.689917,1.851632
24,3.675877,0.998291,3.675877,0.314235,1.016505,1.016505,3.669345,1.782767
25,3.689259,0.998291,3.689259,0.316471,0.985524,0.985524,3.648081,1.583433
26,3.623502,0.998291,3.623502,0.314846,0.988637,0.988637,3.633264,2.18278
27,3.646895,0.998291,3.646895,0.322624,0.997776,0.997776,3.597225,3.129471
28,3.605765,0.998291,3.605765,0.326034,0.931483,0.931483,3.573229,2.576036
29,3.528524,0.998291,3.528524,0.330839,0.945487,0.945487,3.550538,3.159566
30,3.615782,0.998291,3.615782,0.324624,1.009083,1.009083,3.559899,2.383541
