variant,display,seeds,support_mrr,recall_at_1,recall_at_2,evidence_f1,auprc,unsupported_at_gold_count,precision_at_gold_count,candidate_gate_mean,candidate_gate_std,gold_gate_mean,random_gate_mean,gold_attention_mass,random_attention_mass,gold_effective_mass,random_effective_mass,gold_random_attention_ratio,gold_random_effective_ratio
base,Base,3,0.9110548523206751,0.8371308016877638,0.9620253164556963,0.7751054852320675,0.8109778988595027,0.22489451476793243,0.7751054852320675,,,,,,,,,,
post_mlp,Param-MLP,3,0.9036005625879043,0.8244725738396624,0.9578059071729959,0.7687763713080168,0.8103174722373083,0.23122362869198307,0.7687763713080168,,,,,,,,,,
post_attn_glu,Post-attention GLU,3,0.9051135222021299,0.829535864978903,0.9535864978902954,0.7628691983122363,0.8033597638220796,0.23713080168776365,0.7628691983122363,,,,,,,,,,
attention_readout,Attention-readout,3,0.9124613220815752,0.8405063291139241,0.9611814345991562,0.7729957805907173,0.8128818145120347,0.22700421940928264,0.7729957805907173,0.36711765867674834,0.4311196694086418,0.8688337057102341,0.17446794500429785,0.008826774256542767,0.02276054754826583,0.0061529707139770335,0.0031344510018624003,0.3811181542447042,2.2536286355382673
query_only_gate,Query-only gate,3,0.9077777777777777,0.8312236286919831,0.9594936708860761,0.7725738396624472,0.8103526760869887,0.2274261603375527,0.7725738396624472,0.5416401819865948,0.2715970871986687,0.8610134440877125,0.4161007042496378,0.0094228815650891,0.015107187392573532,0.008317655025186966,0.007917406973496634,0.9986772064761352,5.009112566347631
shuffled_warrant,Shuffled Warrant,3,0.9045991561181435,0.8270042194092827,0.9561181434599155,0.7670886075949367,0.7978643363563102,0.23291139240506328,0.7670886075949367,0.999368791382819,0.0020030943723576998,0.9993952040342574,0.9993931765139393,0.019201282176712534,0.023547692749983234,0.019188318241607164,0.023532451205889763,0.9012670099358688,0.9014743789246614
open_path_no_gate,OpenPath-NoGate,3,0.9128631705846896,0.8405063291139241,0.9620253164556961,0.7755274261603375,0.8101566218809683,0.22447257383966238,0.7755274261603375,1.0,0.0,1.0,1.0,0.012621688136832634,0.020095324624309897,0.012621688136832634,0.020095324624309897,0.6265431914510868,0.6265431914510868
full_warrant,Full Warrant,3,0.9133755274261603,0.8413502109704641,0.9654008438818565,0.7772151898734178,0.8042352571885983,0.22278481012658222,0.7772151898734178,0.5318681035796756,0.2708977551264145,0.8646770416187611,0.404865093476313,0.011223484546894832,0.0136927759753419,0.010161122858905967,0.007704266358352232,0.8178608608680461,3.8521978756456434
