dataset,model,variant,seed,status,total_parameters,trainable_parameters,train_loss,eval_loss,support_mrr,clean_support_mrr,hard_support_mrr,recall_at_1,recall_at_2,recall_at_5,clean_recall_at_1,hard_recall_at_1,hard_recall_at_2,evidence_f1,auprc,hard_at_1,hard_at_gold_count,unsupported_at_gold_count,precision_at_gold_count,gold_hard_pair_auc,score_margin_gold_hard,candidate_gate_mean,candidate_gate_std,gold_gate_mean,hard_gate_mean,random_gate_mean,gold_attention_mass,hard_attention_mass,random_attention_mass,gold_effective_mass,hard_effective_mass,random_effective_mass,gold_hard_attention_ratio,gold_hard_effective_ratio,gold_random_attention_ratio,gold_random_effective_ratio,elapsed_sec,output_dir
hotpotqa,roberta-base,base,7,completed,124652545,124652545,0.30893714152276514,0.31812726736068725,0.9158227848101266,0.9793248945147679,0.9289873417721519,0.8455696202531645,0.9645569620253165,0.9974683544303797,0.959493670886076,0.8658227848101265,0.979746835443038,0.7772151898734178,0.8020131343959261,0.1240506329113924,0.3189873417721519,0.22278481012658227,0.7772151898734178,0.9027426160337554,0.558004901251846,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,37.92876887321472,experiments/qiu_gated_attention/outputs/base/seed_7
hotpotqa,roberta-base,base,17,completed,124652545,124652545,0.27947917316108944,0.30273877307772634,0.9124050632911391,0.9818565400843882,0.9236286919831224,0.8379746835443038,0.9670886075949368,1.0,0.9645569620253165,0.8556962025316456,0.9772151898734177,0.779746835443038,0.8170893762341173,0.13924050632911392,0.31139240506329113,0.22025316455696203,0.779746835443038,0.9048523206751053,0.5985842200951504,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,37.46379494667053,experiments/qiu_gated_attention/outputs/base/seed_17
hotpotqa,roberta-base,base,37,completed,124652545,124652545,0.2912088863551617,0.30258663654327395,0.9049367088607595,0.971308016877637,0.9259493670886076,0.8278481012658228,0.9544303797468354,1.0,0.9443037974683545,0.8632911392405064,0.9696202531645569,0.7683544303797468,0.8138311859484644,0.1341772151898734,0.3189873417721519,0.23164556962025318,0.7683544303797468,0.9025316455696203,0.5621403321517211,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,37.29762887954712,experiments/qiu_gated_attention/outputs/base/seed_37
hotpotqa,roberta-base,base,47,completed,124652545,124652545,0.3687379101663828,0.34942103624343873,0.8945147679324894,0.9818565400843882,0.9044303797468355,0.8050632911392405,0.9569620253164557,1.0,0.9645569620253165,0.8177215189873418,0.9746835443037974,0.760759493670886,0.7700701148743242,0.17468354430379746,0.3569620253164557,0.23924050632911392,0.760759493670886,0.8847046413502111,0.5509976211105148,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,37.11504554748535,experiments/qiu_gated_attention/outputs/base/seed_47
hotpotqa,roberta-base,base,57,completed,124652545,124652545,0.2862735069543123,0.29257575660943985,0.9137130801687763,0.9831223628691983,0.9267932489451476,0.8405063291139241,0.9645569620253165,1.0,0.9670886075949368,0.8632911392405064,0.9721518987341772,0.7734177215189874,0.8183577909655234,0.1341772151898734,0.3341772151898734,0.22658227848101264,0.7734177215189874,0.9020042194092828,0.5650902083280147,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,37.61903405189514,experiments/qiu_gated_attention/outputs/base/seed_57
hotpotqa,roberta-base,open_path_no_gate,7,completed,129965570,129965570,0.29693540059030055,0.36162265598773957,0.9140084388185653,0.9818565400843882,0.9255274261603375,0.8405063291139241,0.9670886075949368,1.0,0.9645569620253165,0.8582278481012658,0.979746835443038,0.7632911392405063,0.7987304076512068,0.13164556962025317,0.3341772151898734,0.23670886075949368,0.7632911392405063,0.8977848101265823,0.5683238508101682,1.0,0.0,1.0,1.0,1.0,0.009239524057851126,0.0143082464336417,0.02037733817068778,0.009239524057851126,0.0143082464336417,0.02037733817068778,0.6457481775074169,0.6457481775074169,0.45342154016670916,0.45342154016670916,38.05087876319885,experiments/qiu_gated_attention/outputs/open_path_no_gate/seed_7
hotpotqa,roberta-base,open_path_no_gate,17,completed,129965570,129965570,0.2903140015155077,0.32205241739749907,0.9010789632308619,0.9759493670886076,0.9167510548523207,0.8202531645569621,0.9544303797468354,0.9974683544303797,0.9544303797468354,0.8455696202531645,0.9670886075949368,0.7734177215189874,0.8038794028598751,0.14936708860759493,0.32151898734177214,0.22658227848101264,0.7734177215189874,0.8964135021097046,0.5803700405854795,1.0,0.0,1.0,1.0,1.0,0.01921901901647637,0.014763679482878187,0.020311515478196537,0.01921901901647637,0.014763679482878187,0.020311515478196537,1.3017770426921793,1.3017770426921793,0.9462129518157859,0.9462129518157859,38.369282245635986,experiments/qiu_gated_attention/outputs/open_path_no_gate/seed_17
hotpotqa,roberta-base,open_path_no_gate,37,completed,129965570,129965570,0.2799542736634612,0.29155204460024836,0.9235021097046413,0.9827004219409282,0.9350210970464135,0.8607594936708861,0.9645569620253165,1.0,0.9670886075949368,0.8784810126582279,0.9772151898734177,0.789873417721519,0.8278600551318228,0.11392405063291139,0.3037974683544304,0.21012658227848102,0.789873417721519,0.9113924050632911,0.5597366117564805,1.0,0.0,1.0,1.0,1.0,0.009406521336170547,0.01302205913228431,0.019597120224045573,0.009406521336170547,0.01302205913228431,0.019597120224045573,0.7223528353399874,0.7223528353399874,0.4799950823707654,0.4799950823707654,38.05692481994629,experiments/qiu_gated_attention/outputs/open_path_no_gate/seed_37
hotpotqa,roberta-base,open_path_no_gate,47,completed,129965570,129965570,0.3068571178615093,0.3181078371405601,0.9070464135021097,0.9780590717299578,0.9215189873417722,0.8354430379746836,0.9468354430379747,1.0,0.9569620253164557,0.8582278481012658,0.9620253164556962,0.760759493670886,0.811431579521973,0.1341772151898734,0.32151898734177214,0.23924050632911392,0.760759493670886,0.8992616033755275,0.6017209249850705,1.0,0.0,1.0,1.0,1.0,0.02113820828634879,0.020081454250813403,0.028736157107170666,0.02113820828634879,0.020081454250813403,0.028736157107170666,1.052623381869497,1.052623381869497,0.735596210986544,0.735596210986544,38.16199851036072,experiments/qiu_gated_attention/outputs/open_path_no_gate/seed_47
hotpotqa,roberta-base,open_path_no_gate,57,completed,129965570,129965570,0.28805948004126547,0.31569684445858004,0.909789029535865,0.9738396624472573,0.9240506329113924,0.8379746835443038,0.9569620253164557,0.9974683544303797,0.9493670886075949,0.8582278481012658,0.9746835443037974,0.7772151898734178,0.8204915730481857,0.1341772151898734,0.3240506329113924,0.22278481012658227,0.7772151898734178,0.9018987341772152,0.4852427143862919,1.0,0.0,1.0,1.0,1.0,0.005479361890428799,0.0058007946244296475,0.00783390965692193,0.005479361890428799,0.0058007946244296475,0.00783390965692193,0.944588154759495,0.944588154759495,0.6994415471191084,0.6994415471191084,38.10283803939819,experiments/qiu_gated_attention/outputs/open_path_no_gate/seed_57
