accuracy,epoch,eval_loss,gate_mean,mae_time,mark_mrr,primary_metric,train_loss,warrant_logit_mean
0.537451,1,214.015308,0.250927,22961.919851,0.757012,0.757012,215.752291,0.731354
0.54524,2,213.624317,0.250927,22921.912289,0.760801,0.760801,215.996316,0.721914
0.428766,3,212.395896,0.250927,22755.729588,0.700646,0.700646,214.855902,0.758717
0.486278,4,203.993567,0.250927,21612.101376,0.731244,0.731244,207.790517,-5.450559
0.508831,5,201.373337,0.250927,21181.576078,0.738429,0.738429,201.632952,-18.863369
0.500226,6,197.961425,0.250927,21055.12241,0.710654,0.710654,200.53722,-19.276032
0.503034,7,196.048556,0.250927,20915.35877,0.739999,0.739999,199.04062,-20.680996
0.510189,8,195.117071,0.250927,20817.010766,0.743577,0.743577,197.919407,-21.627382
0.550584,9,194.809144,0.250927,20768.687986,0.763774,0.763774,197.296426,-23.205747
0.556652,10,194.769583,0.250927,20778.77638,0.766809,0.766809,197.601673,-20.806259
0.553211,11,194.429321,0.250927,20761.304093,0.765088,0.765088,197.669168,-18.44685
0.509555,12,194.6387,0.250927,20777.110176,0.74326,0.74326,197.210388,-18.757152
0.504664,13,194.586274,0.250927,20755.296249,0.740815,0.740815,197.572176,-20.673864
0.559641,14,194.352339,0.250927,20739.876969,0.768303,0.768303,197.374413,-20.41729
0.551943,15,194.59429,0.250927,20757.536135,0.764454,0.764454,197.147915,-24.510134
0.53718,16,194.013346,0.250927,20733.738796,0.757072,0.757072,196.996888,-14.846153
0.525043,17,194.82635,0.250927,20777.373589,0.751004,0.751004,197.374818,-8.233652
0.52142,18,194.836571,0.250927,20756.755011,0.749192,0.749192,197.24036,2.57438
0.513359,19,194.61294,0.250927,20741.74126,0.745162,0.745162,196.804812,5.999484
0.517073,20,194.441273,0.250927,20718.56247,0.746807,0.746807,196.230818,0.235386
0.523956,21,194.912017,0.250927,20763.538038,0.75046,0.75046,196.560613,-4.017725
0.513088,22,195.031902,0.250927,20772.961795,0.745026,0.745026,196.196298,-3.830901
0.546327,23,194.422737,0.250927,20784.937187,0.761646,0.761646,195.753633,-2.245984
0.516076,24,194.583881,0.250927,20761.22059,0.74566,0.74566,195.843649,-7.037526
0.514808,25,195.66643,0.250927,20858.015028,0.745887,0.745887,196.046106,-7.236336
0.546599,26,195.32034,0.250927,20837.306945,0.761782,0.761782,195.426172,-5.69848
0.535912,27,195.58552,0.250927,20804.949167,0.756438,0.756438,195.699815,-0.533979
0.552758,28,194.20961,0.250927,20742.637736,0.764861,0.764861,195.389466,0.693543
0.558283,29,194.682138,0.250927,20767.465256,0.767624,0.767624,194.834738,5.674904
0.500589,30,195.18438,0.250927,20788.090068,0.738777,0.738777,194.163609,3.746838
