accuracy,epoch,eval_loss,gate_mean,mrr,primary_metric,train_loss,warrant_logit_mean,warrant_tail_mass_mean
0.0,1,14.897575,1.0,0.001576,0.001576,22.084199,0.0,0.0
0.007322,2,11.821936,1.0,0.009798,0.009798,13.905555,0.0,0.0
0.010982,3,10.688083,1.0,0.014102,0.014102,11.4642,0.0,0.0
0.016473,4,10.105361,1.0,0.022106,0.022106,10.431284,0.0,0.0
0.012813,5,9.803288,1.0,0.023438,0.023438,9.849588,0.0,0.0
0.030506,6,9.593842,1.0,0.041598,0.041598,9.49647,0.0,0.0
0.04576,7,9.426494,1.0,0.054586,0.054586,9.233357,0.0,0.0
0.053081,8,9.277169,1.0,0.062107,0.062107,8.984579,0.0,0.0
0.064063,9,9.15685,1.0,0.07087,0.07087,8.803493,0.0,0.0
0.068944,10,9.05839,1.0,0.075977,0.075977,8.616463,0.0,0.0
