distractor_attention_mass,distractor_warrant_mass,epoch,eval_loss,gate_mean,primary_metric,support_ap,support_attention_mass,support_attention_ratio,support_auc,support_f1,support_mass_ratio,support_mrr,support_precision,support_recall,support_recall_at_1,support_recall_at_2,support_recall_at_5,support_warrant_mass,train_loss,warrant_logit_mean
0.734153,0.734153,1,1.590079,1.0,0.562411,0.546896,0.265847,0.265847,0.550338,0.329557,0.265847,0.562411,0.329557,0.329557,0.336431,0.548937,1.0,0.265847,1.59621,0.0
0.733753,0.733753,2,1.603313,1.0,0.559223,0.543008,0.266247,0.266247,0.539185,0.324961,0.266247,0.559223,0.324961,0.324961,0.338872,0.523703,1.0,0.266247,1.561365,0.0
0.733352,0.733352,3,1.631018,1.0,0.55133,0.538719,0.266648,0.266648,0.538577,0.323915,0.266648,0.55133,0.323915,0.323915,0.321811,0.527552,1.0,0.266648,1.529475,0.0
0.735755,0.735755,4,1.679026,1.0,0.54929,0.534715,0.264245,0.264245,0.532843,0.313859,0.264245,0.54929,0.313859,0.313859,0.319872,0.530425,1.0,0.264245,1.471429,0.0
0.735155,0.735155,5,1.7168,1.0,0.543394,0.531055,0.264845,0.264845,0.539544,0.305065,0.264845,0.543394,0.305065,0.305065,0.306214,0.527467,1.0,0.264845,1.388104,0.0
0.735103,0.735103,6,1.82799,1.0,0.533886,0.522335,0.264897,0.264897,0.528463,0.288989,0.264897,0.533886,0.288989,0.288989,0.2902,0.521707,1.0,0.264897,1.272836,0.0
0.735952,0.735952,7,1.908781,1.0,0.545227,0.527584,0.264048,0.264048,0.536945,0.294596,0.264048,0.545227,0.294596,0.294596,0.306214,0.537247,1.0,0.264048,1.150873,0.0
0.737378,0.737378,8,2.079673,1.0,0.542866,0.529775,0.262622,0.262622,0.526543,0.303091,0.262622,0.542866,0.303091,0.303091,0.30034,0.548406,1.0,0.262622,1.020869,0.0
0.737092,0.737092,9,2.256918,1.0,0.533364,0.519918,0.262908,0.262908,0.532978,0.283171,0.262908,0.533364,0.283171,0.283171,0.288664,0.51974,1.0,0.262908,0.8939,0.0
0.738305,0.738305,10,2.447337,1.0,0.540541,0.525935,0.261695,0.261695,0.531472,0.298923,0.261695,0.540541,0.298923,0.298923,0.300886,0.531933,1.0,0.261695,0.772818,0.0
