accuracy,epoch,eval_loss,gate_mean,mrr,primary_metric,train_loss,warrant_logit_mean,warrant_tail_mass_mean
0.027,1,15.912748,0.950865,0.046419,0.046419,22.36173,2.935938,1.0
0.0475,2,12.707668,0.951014,0.072434,0.072434,15.095273,2.928937,1.0
0.053,3,11.106086,0.95609,0.082292,0.082292,12.30862,3.090219,1.0
0.0705,4,10.1926,0.964452,0.09813,0.09813,10.778113,3.38463,1.0
0.069,5,9.615779,0.971599,0.101921,0.101921,9.899207,3.591602,1.0
0.074,6,9.299607,0.975585,0.106658,0.106658,9.35904,3.669981,1.0
0.08,7,9.077918,0.976701,0.110394,0.110394,9.005849,3.748152,1.0
0.079,8,8.911934,0.975224,0.11132,0.11132,8.742873,3.807626,1.0
0.085,9,8.772957,0.972544,0.115357,0.115357,8.528998,3.794441,1.0
0.0825,10,8.656975,0.969394,0.115852,0.115852,8.349468,3.760702,1.0
