epoch,eval_loss,gate_mean,joint_nll,mae_time,primary_metric,rmse_location,train_loss,warrant_logit_mean
1,4.308226,0.949222,4.308226,0.411152,0.923782,0.923782,4.573394,3.020015
2,4.581699,0.96305,4.581699,0.404534,1.385105,1.385105,4.311345,3.27234
3,4.211231,0.952754,4.211231,0.433485,1.085466,1.085466,4.229145,3.09038
4,4.107459,0.934938,4.107459,0.374976,0.979862,0.979862,4.20259,2.886064
5,4.153318,0.960373,4.153318,0.347998,1.105059,1.105059,4.163306,3.262788
6,4.098492,0.962426,4.098492,0.386937,1.039065,1.039065,4.13113,3.305318
7,3.937548,0.959146,3.937548,0.340337,0.834471,0.834471,4.097555,3.180781
8,3.99973,0.960018,3.99973,0.335019,1.006221,1.006221,4.056593,3.1753
9,4.005846,0.958736,4.005846,0.332177,1.042293,1.042293,4.039695,3.136215
10,4.447419,0.957248,4.447419,0.338792,1.375664,1.375664,4.017913,3.097547
11,3.909995,0.961355,3.909995,0.314911,0.936675,0.936675,3.991975,3.211147
12,3.959147,0.961302,3.959147,0.32196,1.064791,1.064791,3.95626,3.228717
13,4.150461,0.959753,4.150461,0.333409,1.214967,1.214967,3.933511,3.238461
14,3.909869,0.950721,3.909869,0.35222,1.052978,1.052978,3.919013,3.233744
15,3.885096,0.953264,3.885096,0.370309,1.010906,1.010906,3.877102,3.12512
16,3.748578,0.963827,3.748578,0.308679,0.933406,0.933406,3.866317,3.340297
17,3.771473,0.964031,3.771473,0.335403,0.946793,0.946793,3.830364,3.352732
18,3.738581,0.962234,3.738581,0.333877,0.952236,0.952236,3.811808,3.330842
19,3.883436,0.928553,3.883436,0.31482,1.080389,1.080389,3.801178,3.169081
20,3.759688,0.95741,3.759688,0.333311,0.990828,0.990828,3.748198,3.42514
21,3.762104,0.964461,3.762104,0.327642,0.991288,0.991288,3.741028,3.408945
22,3.84468,0.966867,3.84468,0.308773,1.092626,1.092626,3.741376,3.390392
23,3.768493,0.963818,3.768493,0.307,1.089564,1.089564,3.68827,3.308332
24,3.680025,0.967356,3.680025,0.322042,1.041213,1.041213,3.660614,3.403079
25,3.748991,0.96423,3.748991,0.312313,1.136737,1.136737,3.649177,3.317585
26,3.83357,0.967382,3.83357,0.323338,1.177266,1.177266,3.624279,3.394496
27,3.576605,0.966729,3.576605,0.329961,0.977976,0.977976,3.589884,3.374295
28,3.628117,0.967334,3.628117,0.304966,1.052753,1.052753,3.571869,3.393391
29,3.872366,0.969203,3.872366,0.318789,1.247014,1.247014,3.557045,3.452343
30,3.581832,0.969097,3.581832,0.306001,1.022508,1.022508,3.526568,3.448855
