accuracy,epoch,eval_loss,gate_mean,mrr,primary_metric,train_loss,warrant_logit_mean,warrant_tail_mass_mean
0.068126,1,9.098543,0.979437,0.102407,0.102407,13.58641,3.421279,1.0
0.078502,2,8.34016,0.982899,0.115641,0.115641,9.067698,3.490515,1.0
0.084681,3,8.029171,0.978256,0.122934,0.122934,8.454056,3.403283,1.0
0.08552,4,7.808315,0.975705,0.125812,0.125812,8.116745,3.317057,1.0
0.085902,5,7.621931,0.976092,0.12829,0.12829,7.86492,3.276785,1.0
0.088038,6,7.476639,0.975203,0.131345,0.131345,7.659259,3.24274,1.0
0.087962,7,7.341285,0.970722,0.132067,0.132067,7.47614,3.221137,1.0
0.088038,8,7.220985,0.965706,0.133598,0.133598,7.300386,3.075611,1.0
0.087275,9,7.095478,0.951763,0.134328,0.134328,7.128049,2.742324,1.0
0.087351,10,6.962328,0.928143,0.135455,0.135455,6.957636,2.342091,1.0
0.088038,11,6.848369,0.928889,0.136445,0.136445,6.793378,2.497865,1.0
0.089258,12,6.739121,0.921512,0.137917,0.137917,6.635422,2.480939,1.0
0.083613,13,6.637831,0.869536,0.13586,0.13586,6.483781,1.650498,1.0
0.085978,14,6.559811,0.806735,0.137343,0.137343,6.350596,1.023345,1.0
0.083918,15,6.493799,0.798661,0.137002,0.137002,6.226853,1.00215,1.0
0.081324,16,6.457137,0.791686,0.13566,0.13566,6.119308,1.06971,1.0
0.077357,17,6.421251,0.756738,0.134245,0.134245,6.037781,0.464119,1.0
0.079188,18,6.382101,0.737009,0.135182,0.135182,5.939811,0.290816,1.0
0.076747,19,6.356087,0.711651,0.134657,0.134657,5.855211,0.052894,1.0
0.076518,20,6.359575,0.689077,0.133629,0.133629,5.793762,-0.459524,1.0
0.075526,21,6.339884,0.694808,0.133262,0.133262,5.722341,-0.364425,1.0
0.075526,22,6.344217,0.684886,0.133643,0.133643,5.669597,-0.444244,1.0
0.076594,23,6.318271,0.651094,0.134652,0.134652,5.6069,-0.857761,1.0
0.077205,24,6.321706,0.6489,0.134681,0.134681,5.565612,-0.966535,1.0
0.083003,25,6.284759,0.637172,0.138453,0.138453,5.518506,-1.275851,1.0
0.077281,26,6.321412,0.661461,0.135482,0.135482,5.471111,-0.972692,1.0
0.07545,27,6.357671,0.623601,0.133107,0.133107,5.427779,-1.483931,1.0
0.072399,28,6.355984,0.645055,0.132112,0.132112,5.385226,-1.322188,1.0
0.068355,29,6.410521,0.632454,0.128248,0.128248,5.351241,-1.416941,1.0
0.079722,30,6.309714,0.631918,0.136529,0.136529,5.319024,-1.369824,1.0
