accuracy,epoch,eval_loss,gate_mean,mrr,primary_metric,train_loss,warrant_logit_mean,warrant_tail_mass_mean
0.078197,1,9.240679,0.98296,0.105826,0.105826,14.131031,6.216353,1.0
0.082926,2,8.423111,0.971798,0.116507,0.116507,9.180003,7.402765,1.0
0.08346,3,8.063538,0.946016,0.121763,0.121763,8.528815,7.171722,1.0
0.087656,4,7.856025,0.94449,0.126621,0.126621,8.160438,6.982509,1.0
0.088572,5,7.682254,0.948809,0.129323,0.129323,7.897253,6.597263,1.0
0.087962,6,7.506577,0.965502,0.130951,0.130951,7.686112,6.016947,1.0
0.084223,7,7.379425,0.964447,0.130568,0.130568,7.507178,5.080022,1.0
0.089487,8,7.289898,0.954496,0.134059,0.134059,7.346141,4.214764,1.0
0.087428,9,7.167114,0.949095,0.134009,0.134009,7.188417,4.224421,1.0
0.088801,10,7.08353,0.944499,0.135059,0.135059,7.05475,4.343392,1.0
0.086512,11,6.950706,0.93916,0.135947,0.135947,6.890101,4.495647,1.0
0.086894,12,6.854847,0.924226,0.136002,0.136002,6.740354,4.171455,1.0
0.085902,13,6.756888,0.908497,0.136076,0.136076,6.600399,3.625818,1.0
0.086359,14,6.662915,0.924301,0.137841,0.137841,6.458479,5.144439,1.0
0.086665,15,6.588892,0.893586,0.139143,0.139143,6.326786,3.430666,1.0
0.086588,16,6.522987,0.897813,0.13903,0.13903,6.202016,3.49867,1.0
0.088724,17,6.454618,0.909144,0.140803,0.140803,6.10179,3.659565,1.0
0.08819,18,6.417191,0.906074,0.141233,0.141233,6.005071,3.650037,1.0
0.086436,19,6.370446,0.88366,0.141521,0.141521,5.918306,2.748987,1.0
0.090555,20,6.360005,0.838442,0.142904,0.142904,5.84426,2.451654,1.0
0.085444,21,6.327822,0.871812,0.141762,0.141762,5.774503,2.727717,1.0
0.088496,22,6.310847,0.842587,0.142475,0.142475,5.711591,2.180844,1.0
0.086588,23,6.306693,0.8404,0.142315,0.142315,5.64611,2.067128,1.0
0.089106,24,6.281315,0.850692,0.143213,0.143213,5.604538,2.464105,1.0
0.08964,25,6.277865,0.760111,0.14354,0.14354,5.560118,1.137846,1.0
0.087122,26,6.27764,0.793248,0.142442,0.142442,5.514879,1.538184,1.0
0.088114,27,6.28073,0.789528,0.143726,0.143726,5.462334,1.567709,1.0
0.087962,28,6.260695,0.750898,0.14384,0.14384,5.430265,0.907898,1.0
0.086588,29,6.272442,0.729221,0.142564,0.142564,5.386551,0.871455,1.0
0.087046,30,6.276518,0.75637,0.141946,0.141946,5.352814,1.170269,1.0
