accuracy,epoch,eval_loss,gate_mean,mrr,primary_metric,train_loss,warrant_logit_mean,warrant_tail_mass_mean
0.039048,1,13.600014,0.949813,0.062226,0.062226,19.793815,2.861228,1.0
0.062233,2,10.896295,0.956089,0.086205,0.086205,12.351826,2.980374,1.0
0.053691,3,9.797422,0.967557,0.087986,0.087986,10.200577,3.224905,1.0
0.074436,4,9.319886,0.970353,0.103214,0.103214,9.348927,3.267461,1.0
0.080537,5,9.025056,0.967926,0.108979,0.108979,8.863737,3.31004,1.0
0.076876,6,8.824203,0.961765,0.110786,0.110786,8.481854,3.195642,1.0
0.081147,7,8.682559,0.957535,0.115217,0.115217,8.235854,3.156688,1.0
0.075046,8,8.570381,0.953972,0.111703,0.111703,7.969597,3.117498,1.0
0.075656,9,8.473353,0.949284,0.113321,0.113321,7.803179,3.047051,1.0
0.078096,10,8.397785,0.941554,0.115602,0.115602,7.631353,2.979349,1.0
