accuracy,epoch,eval_loss,gate_mean,mae_time,mark_mrr,primary_metric,train_loss,warrant_logit_mean
0.55149,1,213.981431,0.239156,22958.68928,0.763699,0.763699,215.378949,0.742924
0.507563,2,213.443737,0.239771,22901.030186,0.742264,0.742264,215.235375,0.756705
0.503034,3,209.402222,0.242756,22449.267165,0.739954,0.739954,213.105825,1.017309
0.501585,4,199.928842,0.164918,21267.795374,0.739275,0.739275,204.713232,9.136196
0.51671,5,198.276792,0.16709,21129.904997,0.746838,0.746838,200.040984,10.085168
0.53881,6,196.522144,0.116475,20943.781501,0.757887,0.757887,198.464419,9.861201
0.535912,7,195.065131,0.083802,20842.869235,0.756438,0.756438,197.626769,5.993533
0.545874,8,194.736145,0.083801,20766.192883,0.760182,0.760182,198.314415,6.309333
0.545874,9,194.669197,0.083801,20756.518517,0.760574,0.760574,197.895128,6.926467
0.542886,10,194.433175,0.083801,20746.400492,0.759925,0.759925,197.769254,6.450609
0.503396,11,194.352661,0.083801,20743.234498,0.740181,0.740181,197.666153,6.17914
0.517616,12,194.561265,0.083803,20765.160918,0.74729,0.74729,197.617941,6.501719
0.503034,13,194.481714,0.083801,20740.787974,0.739999,0.739999,197.571938,7.308142
0.517163,14,194.252343,0.083801,20725.062772,0.747064,0.747064,198.125221,7.655864
0.515261,15,194.509094,0.083801,20741.65163,0.746113,0.746113,198.075852,8.946801
0.515352,16,194.584943,0.083801,20746.424309,0.746158,0.746158,197.955989,8.904692
0.51345,17,194.35268,0.083808,20742.696343,0.745207,0.745207,197.665955,7.969385
0.551852,18,194.418645,0.084648,20755.14219,0.764182,0.764182,197.784153,9.051961
0.519156,19,194.340926,0.084273,20736.874997,0.747079,0.747079,197.615866,11.256746
0.50403,20,194.464317,0.097004,20744.237923,0.74006,0.74006,197.588872,12.511033
0.503034,21,194.502566,0.083801,20748.03991,0.739848,0.739848,197.007944,7.99787
0.501676,22,194.458795,0.083801,20750.012566,0.73932,0.73932,197.585246,6.925674
0.503034,23,194.443003,0.083937,20737.187792,0.739999,0.739999,197.2812,9.105962
0.51499,24,194.48298,0.083801,20733.787535,0.745539,0.745539,197.740881,6.416954
0.548863,25,194.484725,0.083801,20739.048941,0.762914,0.762914,196.812655,7.150821
0.51816,26,194.394473,0.083801,20740.25788,0.747562,0.747562,196.973763,6.836293
0.506657,27,194.314906,0.083801,20726.221104,0.741811,0.741811,197.000826,6.892247
0.541074,28,194.299876,0.083801,20723.903681,0.759019,0.759019,197.141013,7.150588
0.503034,29,194.495701,0.083801,20739.405996,0.726248,0.726248,197.027489,6.709883
0.517344,30,194.497297,0.083801,20752.12546,0.747004,0.747004,197.40051,5.787663
