accuracy,epoch,eval_loss,gate_mean,mae_time,mark_mrr,primary_metric,train_loss,warrant_logit_mean
0.560094,1,213.998353,0.238393,22960.929068,0.767986,0.767986,215.983772,0.725547
0.543248,2,213.584115,0.238405,22917.674559,0.759895,0.759895,215.812773,0.725787
0.428856,3,211.558037,0.239776,22659.736985,0.699801,0.699801,214.357599,0.756415
0.51671,4,201.854816,0.239704,21413.483589,0.746656,0.746656,206.396124,0.755953
0.412281,5,198.776644,0.237463,21196.548258,0.664116,0.664116,200.566683,0.707392
0.500045,6,197.079923,0.234421,20990.483745,0.738505,0.738505,198.752763,0.657341
0.51671,7,195.475848,0.228792,20872.142709,0.746838,0.746838,197.962626,0.589354
0.503034,8,194.827916,0.221677,20787.892074,0.739999,0.739999,197.594391,0.525693
0.517616,9,194.516013,0.218121,20761.621512,0.74729,0.74729,197.971075,0.499629
0.516801,10,194.544495,0.219039,20758.263235,0.746883,0.746883,197.348984,0.510561
0.549226,11,194.410829,0.214481,20753.729007,0.763095,0.763095,197.572278,0.47809
0.546056,12,194.459007,0.208002,20745.467975,0.76151,0.76151,197.741434,0.452007
0.519156,13,194.368165,0.21883,20753.391625,0.74806,0.74806,197.521443,0.52665
0.518703,14,194.449591,0.222865,20742.781176,0.747834,0.747834,197.595654,0.555492
0.517797,15,194.495276,0.225313,20765.67363,0.747381,0.747381,197.731918,0.570582
0.509827,16,194.109004,0.23175,20731.321332,0.743758,0.743758,197.439807,0.629515
0.517616,17,194.444472,0.232814,20745.813247,0.74729,0.74729,197.387675,0.630197
0.501132,18,194.456482,0.225397,20749.096781,0.739048,0.739048,196.714991,0.542007
0.548139,19,194.387681,0.233357,20736.1194,0.762552,0.762552,197.038711,0.637487
0.515442,20,194.47434,0.235876,20734.794352,0.74649,0.74649,196.675755,0.682513
0.500045,21,194.119962,0.24034,20719.07172,0.738505,0.738505,196.907287,0.775595
0.504846,22,194.281069,0.243559,20735.626329,0.740905,0.740905,197.082782,0.886891
0.542704,23,194.068625,0.244116,20726.23356,0.759835,0.759835,196.756275,0.922783
0.514627,24,193.716282,0.241717,20662.30247,0.745796,0.745796,196.768772,0.819364
0.528304,25,193.923467,0.242301,20642.715068,0.752634,0.752634,196.742639,0.838865
0.503034,26,194.934071,0.241589,20735.02732,0.739999,0.739999,196.394777,0.817581
0.517163,27,193.512224,0.242623,20595.638999,0.747064,0.747064,196.11654,0.850423
0.548682,28,193.337816,0.242988,20586.365669,0.762823,0.762823,195.862154,0.860289
0.554298,29,194.111422,0.243702,20664.437329,0.765631,0.765631,195.905497,0.884238
0.503034,30,194.119998,0.244251,20645.12185,0.739999,0.739999,195.692653,0.919926
