accuracy,epoch,eval_loss,gate_mean,mrr,primary_metric,train_loss,warrant_logit_mean,warrant_tail_mass_mean
0.078197,1,9.240859,0.977397,0.105829,0.105829,14.131358,4.999354,1.0
0.082926,2,8.423219,0.970979,0.116499,0.116499,9.180083,5.731348,1.0
0.08346,3,8.063536,0.954905,0.121787,0.121787,8.528967,5.81028,1.0
0.087809,4,7.855845,0.950547,0.126708,0.126708,8.160531,6.010379,1.0
0.088648,5,7.682001,0.955318,0.129358,0.129358,7.897113,6.087089,1.0
0.088267,6,7.507733,0.969428,0.131034,0.131034,7.685657,5.910529,1.0
0.084834,7,7.379393,0.970592,0.130908,0.130908,7.507214,5.979003,1.0
0.089487,8,7.288785,0.964507,0.134086,0.134086,7.345999,6.118356,1.0
0.087809,9,7.167877,0.954295,0.134155,0.134155,7.188514,6.071454,1.0
0.088572,10,7.081374,0.951818,0.135036,0.135036,7.054783,6.227868,1.0
0.086283,11,6.950177,0.944427,0.135895,0.135895,6.890125,6.222522,1.0
0.087046,12,6.854518,0.93375,0.136153,0.136153,6.740638,6.375308,1.0
0.086131,13,6.758278,0.940078,0.136146,0.136146,6.600707,6.474329,1.0
0.087275,14,6.664462,0.934963,0.13806,0.13806,6.458949,6.502391,1.0
0.086894,15,6.587556,0.948326,0.139179,0.139179,6.327383,6.431978,1.0
0.086665,16,6.522479,0.944398,0.139202,0.139202,6.202585,6.350163,1.0
0.088724,17,6.456378,0.959792,0.140801,0.140801,6.102169,6.337253,1.0
0.088648,18,6.416634,0.956542,0.141467,0.141467,6.005941,6.390084,1.0
0.086359,19,6.370631,0.966859,0.141648,0.141648,5.919316,6.247644,1.0
0.090327,20,6.360301,0.952109,0.142937,0.142937,5.845733,6.232652,1.0
0.085139,21,6.328061,0.96052,0.141557,0.141557,5.775785,5.987923,1.0
0.088648,22,6.310262,0.959017,0.142685,0.142685,5.712856,5.956589,1.0
0.087351,23,6.306838,0.965011,0.142855,0.142855,5.648481,5.791567,1.0
0.089182,24,6.279679,0.956423,0.143345,0.143345,5.60755,5.836685,1.0
0.089869,25,6.275829,0.944999,0.14404,0.14404,5.563462,5.865676,1.0
0.087428,26,6.277132,0.955615,0.142512,0.142512,5.519591,5.598096,1.0
0.087351,27,6.277344,0.957501,0.143333,0.143333,5.466943,5.89244,1.0
0.088877,28,6.256814,0.955255,0.144235,0.144235,5.434308,5.318624,1.0
0.086588,29,6.267627,0.949631,0.142789,0.142789,5.392077,7.175464,1.0
0.087428,30,6.273168,0.953092,0.142363,0.142363,5.358647,5.746537,1.0
