accuracy,epoch,eval_loss,gate_mean,mae_time,mark_mrr,primary_metric,train_loss,warrant_logit_mean
0.497161,1,41.412178,0.01572,4024.917523,0.736821,0.736821,98.622019,0.046924
0.487429,2,41.184708,0.015615,4024.360592,0.724385,0.724385,97.014114,0.044941
0.502839,3,41.184353,0.015471,4023.375734,0.739795,0.739795,97.282104,0.04253
0.5515,4,41.110672,0.015339,4022.131836,0.764125,0.764125,96.379283,0.04054
0.562044,5,41.079559,0.015183,4020.657759,0.769667,0.769667,96.744822,0.038427
0.538524,6,41.064075,0.014981,4018.496356,0.758178,0.758178,96.448441,0.035982
0.540957,7,41.030834,0.014779,4015.718734,0.758178,0.758178,97.989504,0.033799
0.521492,8,41.001198,0.01486,4012.424221,0.748851,0.748851,97.855921,0.03464
0.525547,9,40.957191,0.015165,4008.330042,0.750743,0.750743,96.018895,0.038191
0.561233,10,40.895267,0.015466,4003.445421,0.768451,0.768451,97.591878,0.042449
