accuracy,auc,edge_warrant_attention_entropy,edge_warrant_gate_mean,epoch,eval_loss,gate_mean,primary_metric,train_loss,warrant_logit_mean
0.61699,0.667477,2.73535,1.0,1,0.643798,1.0,0.667477,0.694597,0.0
0.820339,0.871842,1.964286,1.0,2,0.424649,1.0,0.871842,0.536132,0.0
0.821636,0.883907,2.900041,1.0,3,0.408925,1.0,0.883907,0.457652,0.0
0.82709,0.889846,2.891235,1.0,4,0.4006,1.0,0.889846,0.444156,0.0
0.827891,0.89448,2.7656,1.0,5,0.395318,1.0,0.89448,0.432605,0.0
0.826213,0.89567,2.897229,1.0,6,0.39622,1.0,0.89567,0.425647,0.0
0.826137,0.897055,2.71358,1.0,7,0.392382,1.0,0.897055,0.415963,0.0
0.82709,0.900328,2.891123,1.0,8,0.389209,1.0,0.900328,0.400741,0.0
0.832316,0.900821,2.787849,1.0,9,0.390858,1.0,0.900821,0.390514,0.0
0.831439,0.902524,2.791221,1.0,10,0.392455,1.0,0.902524,0.377606,0.0
0.824573,0.899623,2.827452,1.0,11,0.398494,1.0,0.899623,0.368575,0.0
0.828616,0.899972,2.758801,1.0,12,0.395221,1.0,0.899972,0.353581,0.0
0.831477,0.902928,2.748773,1.0,13,0.396454,1.0,0.902928,0.345717,0.0
0.832011,0.903861,2.671456,1.0,14,0.413218,1.0,0.903861,0.33445,0.0
0.833727,0.902969,2.632215,1.0,15,0.417164,1.0,0.902969,0.321249,0.0
0.834071,0.90531,2.7517,1.0,16,0.42689,1.0,0.90531,0.315883,0.0
0.833537,0.907272,2.71693,1.0,17,0.413742,1.0,0.907272,0.306402,0.0
0.835902,0.905601,2.616232,1.0,18,0.434445,1.0,0.905601,0.298396,0.0
0.829799,0.904301,2.696394,1.0,19,0.473819,1.0,0.904301,0.285748,0.0
0.832698,0.905118,2.69347,1.0,20,0.441541,1.0,0.905118,0.277678,0.0
0.829188,0.90245,2.605032,1.0,21,0.461338,1.0,0.90245,0.268942,0.0
0.833689,0.904193,2.620394,1.0,22,0.476899,1.0,0.904193,0.257931,0.0
0.835253,0.906028,2.714373,1.0,23,0.477979,1.0,0.906028,0.251465,0.0
0.834223,0.904681,2.739326,1.0,24,0.490878,1.0,0.904681,0.246042,0.0
0.832583,0.903771,2.695519,1.0,25,0.514556,1.0,0.903771,0.241304,0.0
0.831973,0.904925,2.58549,1.0,26,0.522399,1.0,0.904925,0.230215,0.0
0.825679,0.901595,2.699124,1.0,27,0.580875,1.0,0.901595,0.228934,0.0
0.830981,0.903641,2.757966,1.0,28,0.576959,1.0,0.903641,0.219019,0.0
0.830066,0.90348,2.662116,1.0,29,0.588155,1.0,0.90348,0.213012,0.0
0.833003,0.904712,2.664712,1.0,30,0.577532,1.0,0.904712,0.208833,0.0
