accuracy,auc,edge_warrant_attention_entropy,edge_warrant_gate_mean,epoch,eval_loss,gate_mean,primary_metric,train_loss,warrant_logit_mean
0.567058,0.594569,0.0,0.063401,1,0.714064,1.0,0.594569,0.736131,0.0
0.59025,0.662578,0.0,0.063397,2,0.672314,1.0,0.662578,0.654775,0.0
0.641517,0.732369,0.0,0.063381,3,0.626773,1.0,0.732369,0.606046,0.0
0.674474,0.765458,0.0,0.06346,4,0.593592,1.0,0.765458,0.574186,0.0
0.718645,0.793978,0.0,0.06342,5,0.559809,1.0,0.793978,0.553999,0.0
0.722307,0.80007,0.0,0.063383,6,0.554862,1.0,0.80007,0.531204,0.0
0.731385,0.807565,0.0,0.063437,7,0.543928,1.0,0.807565,0.512851,0.0
0.737031,0.818138,0.0,0.0634,8,0.5347,1.0,0.818138,0.490823,0.0
0.733522,0.814726,0.0,0.063325,9,0.535773,1.0,0.814726,0.471343,0.0
0.747254,0.821793,0.0,0.06337,10,0.533639,1.0,0.821793,0.452626,0.0
