domain,examples,oracle_headroom,attention_shapley_spearman,top_attention_harmful,harmful_item_fraction,sign_reversal_fraction,mean_marginal_spread,mean_abs_pair_interaction,max_abs_pair_interaction,mean_abs_loo_shapley_gap,base_primary,oracle_primary,directional_oracle_gain
ctdg,24,0.025730662047863007,0.0833333333333333,0.5833333333333334,0.5666666666666668,0.2916666666666667,0.01460888423025608,0.0034728819426770013,0.008552629500627518,0.005857636887166236,0.8194444444444444,0.8402777777777778,0.02083333333333337
mtpp,24,0.07521832485993703,0.1333333333333333,0.4583333333333333,0.4041666666666666,0.14583333333333334,0.00710517613010274,0.005398243888177805,0.005922495077053706,0.002926716689986212,0.7916666679084301,0.7916666679084301,0.0
rag,24,0.2612652415409684,-0.19999999999999996,0.7083333333333334,0.5750000000000001,0.20833333333333334,0.03908430244773626,0.009733373508788645,0.03198281396180391,0.0106275390378303,0.5888888910412788,0.6118055575837692,0.02291666654249036
stpp,24,0.012041657231748104,0.2708333333333333,0.3333333333333333,0.3333333333333333,0.0,8.233233044544856e-05,2.04774085432291e-05,3.042910248041153e-05,4.2869030601448654e-05,1.113822550823291,1.101780893591543,0.012041657231748104
tkg,24,0.01995690663655599,-0.00833333333333334,0.5833333333333334,0.5583333333333332,0.008333333333333333,0.0011995593706766764,0.0002994308869043986,0.00046249230702718097,0.0005773364173041451,0.00644477707707362,0.008200138942508298,0.0017553618654346783
