accuracy,auc,edge_warrant_attention_entropy,edge_warrant_gate_mean,epoch,eval_loss,gate_mean,primary_metric,train_loss,warrant_logit_mean
0.582965,0.618849,3.145077,1.0,1,0.674269,1.0,0.618849,0.70384,0.0
0.807179,0.870499,1.914616,1.0,2,0.439819,1.0,0.870499,0.564818,0.0
0.824382,0.886001,2.589107,1.0,3,0.409054,1.0,0.886001,0.462078,0.0
0.82648,0.890936,2.817768,1.0,4,0.402368,1.0,0.890936,0.442341,0.0
0.827815,0.895326,2.591578,1.0,5,0.393349,1.0,0.895326,0.433438,0.0
0.823695,0.893114,2.847009,1.0,6,0.398323,1.0,0.893114,0.422856,0.0
0.826289,0.896649,2.744977,1.0,7,0.393447,1.0,0.896649,0.413211,0.0
0.829493,0.89813,2.703784,1.0,8,0.397943,1.0,0.89813,0.400013,0.0
0.822704,0.895372,2.751534,1.0,9,0.40236,1.0,0.895372,0.388981,0.0
0.829989,0.899472,2.751344,1.0,10,0.411333,1.0,0.899472,0.378807,0.0
0.829417,0.901836,2.870885,1.0,11,0.395577,1.0,0.901836,0.364819,0.0
0.830485,0.900833,2.744274,1.0,12,0.399242,1.0,0.900833,0.355667,0.0
0.825259,0.901145,2.653863,1.0,13,0.400789,1.0,0.901145,0.347365,0.0
0.832698,0.904744,2.737961,1.0,14,0.412132,1.0,0.904744,0.337173,0.0
0.83079,0.901867,2.727329,1.0,15,0.42328,1.0,0.901867,0.323665,0.0
0.831324,0.903337,2.820316,1.0,16,0.427787,1.0,0.903337,0.314886,0.0
0.830981,0.903847,2.783645,1.0,17,0.431563,1.0,0.903847,0.304142,0.0
0.828959,0.902602,2.807287,1.0,18,0.458315,1.0,0.902602,0.294479,0.0
0.829722,0.901532,2.718897,1.0,19,0.468319,1.0,0.901532,0.287974,0.0
0.833804,0.903367,2.749108,1.0,20,0.456638,1.0,0.903367,0.278863,0.0
0.8343,0.903904,2.713829,1.0,21,0.471058,1.0,0.903904,0.273095,0.0
0.825107,0.898846,2.789354,1.0,22,0.470923,1.0,0.898846,0.264264,0.0
0.827395,0.900562,2.746223,1.0,23,0.478536,1.0,0.900562,0.257483,0.0
0.822704,0.896995,2.794163,1.0,24,0.51746,1.0,0.896995,0.250116,0.0
0.830104,0.90167,2.706082,1.0,25,0.548774,1.0,0.90167,0.244901,0.0
0.828311,0.903215,2.7387,1.0,26,0.560856,1.0,0.903215,0.237973,0.0
0.830066,0.901369,2.71443,1.0,27,0.542648,1.0,0.901369,0.229704,0.0
0.828425,0.899707,2.660773,1.0,28,0.605138,1.0,0.899707,0.222275,0.0
0.828006,0.899585,2.705417,1.0,29,0.564136,1.0,0.899585,0.217788,0.0
0.826518,0.899157,2.706797,1.0,30,0.611573,1.0,0.899157,0.213638,0.0
