accuracy,epoch,eval_loss,gate_mean,mrr,primary_metric,train_loss,warrant_logit_mean,warrant_tail_mass_mean
0.0205,1,15.167459,0.951296,0.036804,0.036804,21.477563,2.919084,1.0
0.0355,2,12.306413,0.955258,0.066219,0.066219,14.514564,3.023926,1.0
0.06,3,10.861809,0.963337,0.088684,0.088684,11.930768,3.301369,1.0
0.0655,4,10.086549,0.974384,0.096736,0.096736,10.599686,3.824718,1.0
0.074,5,9.605083,0.983038,0.105285,0.105285,9.834265,4.540533,1.0
0.0775,6,9.297324,0.986961,0.108951,0.108951,9.320286,5.228239,1.0
0.0835,7,9.088565,0.987572,0.113674,0.113674,8.984989,5.744564,1.0
0.078,8,8.931009,0.986057,0.112413,0.112413,8.703051,6.023182,1.0
0.0855,9,8.809349,0.983716,0.116808,0.116808,8.513049,6.199449,1.0
0.081,10,8.719962,0.981,0.114725,0.114725,8.344945,6.289431,1.0
