epoch,eval_loss,gate_mean,joint_nll,mae_time,primary_metric,rmse_location,train_loss,warrant_logit_mean
1,9.971931,0.98775,9.971931,0.434707,2.286121,2.286121,3.679883,0.0
2,9.955402,0.98775,9.955402,0.57631,2.269577,2.269577,3.53854,0.0
3,9.858829,0.98775,9.858829,0.398438,2.268788,2.268788,3.511228,0.0
4,9.64307,0.98775,9.64307,0.25787,2.24879,2.24879,3.480197,0.0
5,9.376972,0.98775,9.376972,0.507792,2.236157,2.236157,3.458765,0.0
6,9.59615,0.98775,9.59615,0.339401,2.242512,2.242512,3.446281,0.0
7,9.643221,0.98775,9.643221,0.322711,2.23216,2.23216,3.431956,0.0
8,9.420477,0.98775,9.420477,0.30713,2.237912,2.237912,3.418208,0.0
9,9.43474,0.98775,9.43474,0.228134,2.228715,2.228715,3.404802,0.0
10,9.569522,0.98775,9.569522,0.249001,2.204471,2.204471,3.39216,0.0
