accuracy,epoch,eval_loss,gate_mean,mrr,primary_metric,train_loss,warrant_logit_mean,warrant_tail_mass_mean
0.078197,1,9.240613,0.98296,0.105834,0.105834,14.131031,6.216352,1.0
0.082926,2,8.423102,0.971798,0.116502,0.116502,9.180003,7.402731,1.0
0.08346,3,8.063539,0.946013,0.121794,0.121794,8.528815,7.171414,1.0
0.087504,4,7.855812,0.944487,0.126551,0.126551,8.160438,6.980574,1.0
0.088419,5,7.680709,0.948802,0.129317,0.129317,7.897253,6.58882,1.0
0.087809,6,7.505895,0.965493,0.130887,0.130887,7.686112,6.010495,1.0
0.083995,7,7.379126,0.964419,0.130412,0.130412,7.507178,5.071965,1.0
0.089335,8,7.285621,0.954392,0.134048,0.134048,7.346142,4.202459,1.0
0.087733,9,7.164009,0.948965,0.134153,0.134153,7.188417,4.209422,1.0
0.088496,10,7.078203,0.944313,0.135035,0.135035,7.054749,4.321722,1.0
0.085673,11,6.947951,0.938937,0.135692,0.135692,6.890101,4.468981,1.0
0.086817,12,6.848678,0.923692,0.136302,0.136302,6.740354,4.130764,1.0
0.0843,13,6.748996,0.907827,0.135715,0.135715,6.600399,3.590183,1.0
0.085825,14,6.661395,0.923969,0.137671,0.137671,6.458479,5.091635,1.0
0.085444,15,6.58492,0.892506,0.138631,0.138631,6.326786,3.382388,1.0
0.084071,16,6.521498,0.896592,0.138135,0.138135,6.202015,3.441942,1.0
0.087733,17,6.451549,0.908398,0.140813,0.140813,6.101789,3.61845,1.0
0.087122,18,6.417554,0.905772,0.141133,0.141133,6.00507,3.622428,1.0
0.0843,19,6.374566,0.882639,0.141066,0.141066,5.918306,2.717088,1.0
0.089716,20,6.356274,0.838296,0.143448,0.143448,5.84426,2.435774,1.0
0.083766,21,6.338477,0.871633,0.141108,0.141108,5.774503,2.716009,1.0
0.086283,22,6.314288,0.842711,0.14182,0.14182,5.711591,2.175551,1.0
0.084757,23,6.31995,0.84026,0.141644,0.141644,5.64611,2.061707,1.0
0.086436,24,6.282467,0.850645,0.142608,0.142608,5.604538,2.460029,1.0
0.087809,25,6.290145,0.759776,0.143699,0.143699,5.560116,1.135272,1.0
0.08346,26,6.295024,0.793091,0.140812,0.140812,5.514876,1.537684,1.0
0.084605,27,6.298362,0.78912,0.142301,0.142301,5.462329,1.564059,1.0
0.083689,28,6.305611,0.750552,0.141145,0.141145,5.430256,0.905821,1.0
0.082469,29,6.33014,0.728493,0.140584,0.140584,5.386534,0.863879,1.0
0.085063,30,6.297241,0.755894,0.141619,0.141619,5.352805,1.167717,1.0
