accuracy,epoch,eval_loss,gate_mean,mrr,primary_metric,train_loss,warrant_logit_mean,warrant_tail_mass_mean
0.0,1,16.423222,0.951371,0.00162,0.00162,23.606514,2.91481,0.0
0.0,2,13.271241,0.955101,0.003835,0.003835,16.139208,2.993725,0.0
0.0005,3,11.723001,0.963263,0.005263,0.005263,13.247555,3.234257,0.0
0.008,4,10.846895,0.975035,0.015085,0.015085,11.736183,3.733066,0.0
0.0175,5,10.332113,0.984241,0.023828,0.023828,10.865212,4.403134,0.0
0.024,6,10.011111,0.988289,0.032813,0.032813,10.340989,4.928698,0.0
0.0385,7,9.779419,0.989125,0.046117,0.046117,9.977758,5.20594,0.0
0.0475,8,9.600106,0.987896,0.054451,0.054451,9.681717,5.32764,0.0
0.052,9,9.461348,0.985193,0.058676,0.058676,9.455467,5.301061,0.0
0.0575,10,9.345448,0.981713,0.065294,0.065294,9.287786,5.205433,0.0
