domain,dataset,model,variant,path_role,seed,status,train_loss,eval_loss,primary_metric,metric_name,direction,accuracy,auc,mark_mrr,mrr,support_mrr,support_ap,support_auc,support_attention_mass,distractor_attention_mass,support_attention_ratio,support_warrant_mass,distractor_warrant_mass,support_mass_ratio,joint_nll,mae_time,rmse_location,gate_mean,warrant_logit_mean,edge_warrant_gate_mean,edge_warrant_attention_entropy,edge_warrant_gate_std,edge_warrant_gate_high_fraction,edge_warrant_gate_low_fraction,edge_gate_grad_norm,edge_attention_grad_norm,inference_native_primary,inference_g1_primary,inference_g1_delta,warrant_tail_mass_mean,warrant_active_blocks,warrant_replacements,metric_path,key_value_item,failure_bottleneck,warrant_path,elapsed_sec,output_dir
ctdg,lastfm,DyGFormer,base,no_warrant,7,completed,0.442726,0.60753,0.787479,auc,higher,0.721163,0.787479,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,0.0,0.0,source/destination temporal history -> edge score,temporal neighbor/history item,history terms can remain stale or hard-negative aligned while still entering the edge score,edge-level source/destination history weighted term,48.832298,experiments/permission_decomposition/outputs/ctdg/lastfm/DyGFormer/base/seed_7
ctdg,lastfm,DyGFormer,open_path_no_gate,metric_path_open_g_equals_one,7,completed,0.423261,0.384545,0.899666,auc,higher,0.840632,0.899666,,,,,,,,,,,,,,,1.0,0.0,1.0,2.70155,,,,,,,,,,3.0,2.0,source/destination temporal history -> edge score,temporal neighbor/history item,history terms can remain stale or hard-negative aligned while still entering the edge score,edge-level source/destination history weighted term,56.53073,experiments/permission_decomposition/outputs/ctdg/lastfm/DyGFormer/open_path_no_gate/seed_7
ctdg,lastfm,DyGFormer,scalar_gate,metric_path_query_scalar_gate,7,completed,0.423278,0.385534,0.899346,auc,higher,0.840098,0.899346,,,,,,,,,,,,,,,1.0,0.0,0.986929,2.691087,,,,,,,,,,3.0,2.0,source/destination temporal history -> edge score,temporal neighbor/history item,history terms can remain stale or hard-negative aligned while still entering the edge score,edge-level source/destination history weighted term,56.446997,experiments/permission_decomposition/outputs/ctdg/lastfm/DyGFormer/scalar_gate/seed_7
ctdg,lastfm,DyGFormer,item_only_gate,metric_path_item_only_gate,7,completed,0.422626,0.389857,0.898661,auc,higher,0.837199,0.898661,,,,,,,,,,,,,,,1.0,0.0,0.983833,2.690802,,,,,,,,,,3.0,2.0,source/destination temporal history -> edge score,temporal neighbor/history item,history terms can remain stale or hard-negative aligned while still entering the edge score,edge-level source/destination history weighted term,56.347015,experiments/permission_decomposition/outputs/ctdg/lastfm/DyGFormer/item_only_gate/seed_7
ctdg,lastfm,DyGFormer,normalized_gate,metric_path_normalized_query_item_gate,7,completed,0.421995,0.392688,0.897751,auc,higher,0.834223,0.897751,,,,,,,,,,,,,,,1.0,0.0,0.114614,2.794835,,,,,,,,,,3.0,2.0,source/destination temporal history -> edge score,temporal neighbor/history item,history terms can remain stale or hard-negative aligned while still entering the edge score,edge-level source/destination history weighted term,57.361261,experiments/permission_decomposition/outputs/ctdg/lastfm/DyGFormer/normalized_gate/seed_7
ctdg,lastfm,DyGFormer,generic_open_path,generic_gate_plus_metric_path_g_equals_one,7,completed,0.423155,0.386835,0.899261,auc,higher,0.838648,0.899261,,,,,,,,,,,,,,,0.932033,11.640006,1.0,2.733787,,,,,,,,,,4.0,2.0,source/destination temporal history -> edge score,temporal neighbor/history item,history terms can remain stale or hard-negative aligned while still entering the edge score,edge-level source/destination history weighted term,56.253688,experiments/permission_decomposition/outputs/ctdg/lastfm/DyGFormer/generic_open_path/seed_7
ctdg,lastfm,DyGFormer,combined_full,generic_gate_plus_metric_path_query_item_gate,7,completed,0.421726,0.391029,0.897353,auc,higher,0.836054,0.897353,,,,,,,,,,,,,,,0.931995,10.397909,0.999996,2.567436,,,,,,,,,,4.0,2.0,source/destination temporal history -> edge score,temporal neighbor/history item,history terms can remain stale or hard-negative aligned while still entering the edge score,edge-level source/destination history weighted term,57.529321,experiments/permission_decomposition/outputs/ctdg/lastfm/DyGFormer/combined_full/seed_7
ctdg,lastfm,DyGFormer,correct_path_warrant,metric_defining_path,7,completed,0.422202,0.398558,0.895032,auc,higher,0.830256,0.895032,,,,,,,,,,,,,,,1.0,0.0,0.999996,2.636096,1e-06,1.0,0.0,1e-06,0.008276,0.892102,0.892102,-0.0,,3.0,2.0,source/destination temporal history -> edge score,temporal neighbor/history item,history terms can remain stale or hard-negative aligned while still entering the edge score,edge-level source/destination history weighted term,21.274135,experiments/permission_decomposition/outputs/ctdg/lastfm/DyGFormer/correct_path_warrant/seed_7
