accuracy,auc,edge_warrant_attention_entropy,edge_warrant_gate_mean,epoch,eval_loss,gate_mean,primary_metric,train_loss,warrant_logit_mean
0.58125,0.609395,2.945259,0.953954,1,0.717355,1.0,0.609395,0.759079,0.0
0.595,0.62876,2.932978,0.963912,2,0.698196,1.0,0.62876,0.704793,0.0
0.61075,0.651226,2.834777,0.977221,3,0.679519,1.0,0.651226,0.673377,0.0
0.61575,0.671909,2.572373,0.98955,4,0.652154,1.0,0.671909,0.636699,0.0
0.656,0.71054,2.211679,0.996818,5,0.623797,1.0,0.71054,0.601959,0.0
0.6735,0.742184,1.99871,0.999231,6,0.593943,1.0,0.742184,0.572509,0.0
0.68475,0.759273,1.816424,0.999794,7,0.58086,1.0,0.759273,0.541138,0.0
0.692,0.76507,1.984175,0.999925,8,0.574848,1.0,0.76507,0.518849,0.0
0.69125,0.770934,2.254064,0.999964,9,0.570121,1.0,0.770934,0.490535,0.0
0.68625,0.756844,2.182216,0.999981,10,0.596949,1.0,0.756844,0.4708,0.0
