accuracy,epoch,eval_loss,gate_mean,mrr,primary_metric,train_loss,warrant_logit_mean,warrant_tail_mass_mean
0.066295,1,9.103889,1.0,0.101444,0.101444,13.493897,3.151433,1.0
0.076747,2,8.345146,1.0,0.114724,0.114724,8.991672,3.227786,1.0
0.083003,3,8.023955,1.0,0.122247,0.122247,8.375116,3.243451,1.0
0.086131,4,7.807584,1.0,0.126374,0.126374,8.043878,3.259526,1.0
0.085215,5,7.62182,1.0,0.128662,0.128662,7.786524,3.115034,1.0
0.087504,6,7.477271,1.0,0.131224,0.131224,7.581234,2.991261,1.0
0.088267,7,7.348224,1.0,0.132553,0.132553,7.401803,2.864235,1.0
0.085978,8,7.218967,1.0,0.132713,0.132713,7.230378,2.569423,1.0
0.086894,9,7.099452,1.0,0.134618,0.134618,7.063691,2.17634,1.0
0.087885,10,6.97972,1.0,0.135941,0.135941,6.895767,1.902819,1.0
0.087656,11,6.86258,1.0,0.136625,0.136625,6.732551,2.017655,1.0
0.088267,12,6.755643,1.0,0.137712,0.137712,6.573662,1.516572,1.0
0.082926,13,6.653615,1.0,0.135999,0.135999,6.425778,1.240889,1.0
0.088877,14,6.578456,1.0,0.139703,0.139703,6.291882,0.2965,1.0
0.087351,15,6.509684,1.0,0.139277,0.139277,6.161449,0.112793,1.0
0.085978,16,6.458223,1.0,0.139214,0.139214,6.054446,-0.078122,1.0
0.083079,17,6.400179,1.0,0.139649,0.139649,5.965037,-0.207796,1.0
0.086894,18,6.365135,1.0,0.140727,0.140727,5.870289,-0.490093,1.0
0.084529,19,6.330263,1.0,0.140425,0.140425,5.783789,-0.684849,1.0
0.08697,20,6.310086,1.0,0.141312,0.141312,5.719402,-0.974079,1.0
0.084529,21,6.295302,1.0,0.140651,0.140651,5.644547,-1.170969,1.0
0.0843,22,6.286263,1.0,0.140775,0.140775,5.585313,-1.167563,1.0
0.085215,23,6.271506,1.0,0.141354,0.141354,5.525894,-1.639266,1.0
0.087885,24,6.272961,1.0,0.142654,0.142654,5.481348,-1.670783,1.0
0.089487,25,6.263743,1.0,0.142538,0.142538,5.428785,-1.817457,1.0
0.08819,26,6.25111,1.0,0.144235,0.144235,5.38917,-1.648018,1.0
0.085368,27,6.275968,1.0,0.141975,0.141975,5.339095,-1.919477,1.0
0.084757,28,6.269207,1.0,0.142837,0.142837,5.298132,-1.892116,1.0
0.083308,29,6.286873,1.0,0.141109,0.141109,5.261878,-2.018084,1.0
0.09025,30,6.265973,1.0,0.143363,0.143363,5.223319,-2.110218,1.0
