accuracy,epoch,eval_loss,gate_mean,mrr,primary_metric,train_loss,warrant_logit_mean,warrant_tail_mass_mean
0.074916,1,8.860742,0.978351,0.107552,0.107552,12.930896,3.210699,1.0
0.085368,2,8.201908,0.977172,0.12055,0.12055,8.869807,3.050102,1.0
0.085749,3,7.896882,0.973953,0.124938,0.124938,8.326691,2.924594,1.0
0.088038,4,7.699991,0.972596,0.12814,0.12814,8.014123,2.880138,1.0
0.087122,5,7.518891,0.973627,0.129333,0.129333,7.775651,2.939928,1.0
0.089182,6,7.385302,0.970468,0.131833,0.131833,7.565433,2.847618,1.0
0.089411,7,7.245993,0.963573,0.133352,0.133352,7.374753,2.664951,1.0
0.08819,8,7.119674,0.959599,0.133939,0.133939,7.201786,2.688793,1.0
0.089106,9,6.987624,0.953057,0.135272,0.135272,7.034788,2.66598,1.0
0.091089,10,6.870511,0.942657,0.137469,0.137469,6.849245,2.488045,1.0
0.08964,11,6.761121,0.90284,0.136545,0.136545,6.684178,1.833281,1.0
0.085139,12,6.624498,0.896242,0.137071,0.137071,6.51675,1.761708,1.0
0.087656,13,6.532784,0.887197,0.138393,0.138393,6.369882,1.668776,1.0
0.088114,14,6.457214,0.830287,0.139583,0.139583,6.238675,1.018108,1.0
0.087428,15,6.397626,0.836726,0.139567,0.139567,6.125485,1.146358,1.0
0.086436,16,6.344428,0.772073,0.14047,0.14047,6.027957,0.41308,1.0
0.085444,17,6.305108,0.78052,0.140783,0.140783,5.931973,0.486948,1.0
0.086894,18,6.284102,0.705883,0.141146,0.141146,5.856446,-0.259254,1.0
0.08964,19,6.253849,0.720534,0.143914,0.143914,5.787228,-0.119465,1.0
0.09025,20,6.244343,0.65632,0.143965,0.143965,5.731485,-0.940127,1.0
0.086359,21,6.2285,0.682317,0.142741,0.142741,5.662039,-0.539323,1.0
0.085139,22,6.225713,0.655554,0.141299,0.141299,5.616781,-0.909808,1.0
0.08903,23,6.219038,0.651212,0.145033,0.145033,5.573153,-0.892681,1.0
0.088496,24,6.214265,0.652611,0.144604,0.144604,5.527824,-1.066673,1.0
0.091242,25,6.21163,0.632493,0.144416,0.144416,5.480397,-1.489336,1.0
0.091395,26,6.220596,0.625831,0.14391,0.14391,5.444822,-1.52234,1.0
0.089258,27,6.206589,0.618837,0.14384,0.14384,5.404243,-1.454815,1.0
0.08758,28,6.214331,0.635815,0.143497,0.143497,5.358143,-1.549004,1.0
0.086894,29,6.223937,0.629569,0.142801,0.142801,5.331962,-1.397358,1.0
0.08758,30,6.22241,0.616558,0.143008,0.143008,5.288351,-1.794029,1.0
