accuracy,epoch,eval_loss,gate_mean,mae_time,mark_mrr,primary_metric,train_loss,warrant_logit_mean
0.560094,1,213.998356,0.250927,22960.928931,0.767971,0.767971,215.983774,0.727231
0.543338,2,213.584103,0.250927,22917.674314,0.75994,0.75994,215.812764,0.810313
0.428856,3,211.55813,0.250927,22659.700133,0.699801,0.699801,214.357531,1.095818
0.510823,4,201.765448,0.250927,21419.009321,0.743894,0.743894,206.302747,-0.231614
0.504574,5,200.015855,0.250927,21260.711931,0.740769,0.740769,200.799742,0.935425
0.54678,6,197.892185,0.250927,21108.029761,0.761872,0.761872,199.340251,1.476377
0.547052,7,195.939892,0.250927,20910.616383,0.762008,0.762008,197.98526,0.676388
0.512635,8,194.768489,0.250927,20772.595861,0.7448,0.7448,197.390976,0.029789
0.517616,9,194.484,0.250927,20752.470461,0.747351,0.747351,197.527469,0.384054
0.517888,10,194.476442,0.250927,20750.210964,0.747426,0.747426,196.864985,0.510548
0.551762,11,194.402192,0.250927,20755.743582,0.764363,0.764363,197.196266,0.075112
0.560275,12,194.278698,0.250927,20736.382465,0.76862,0.76862,197.321313,-0.391688
0.518522,13,194.101735,0.250927,20742.065451,0.747743,0.747743,197.097622,5.323941
0.517888,14,194.661894,0.250927,20756.612184,0.747426,0.747426,197.230071,10.991729
0.550765,15,194.288888,0.250927,20750.84193,0.764182,0.764182,197.301606,9.126919
0.54524,16,193.874861,0.250927,20705.358731,0.761344,0.761344,196.957272,10.193209
0.534644,17,194.229225,0.250927,20747.855007,0.755834,0.755834,197.011542,11.658063
0.500045,18,194.622406,0.250927,20743.414141,0.738505,0.738505,196.43459,12.700424
0.547414,19,193.769625,0.250927,20667.725353,0.762189,0.762189,196.810805,10.450213
0.547867,20,193.976565,0.250927,20662.694557,0.762416,0.762416,196.178975,9.37218
0.514627,21,193.548201,0.250927,20592.272251,0.745796,0.745796,196.072798,7.656368
0.500045,22,193.731391,0.250927,20616.705072,0.738324,0.738324,196.162198,6.073275
0.520786,23,193.460561,0.250927,20599.623032,0.748906,0.748906,195.80138,6.665924
0.546056,24,194.102777,0.250927,20650.728249,0.76151,0.76151,195.875636,6.403511
0.519428,25,193.834279,0.250927,20635.271645,0.748196,0.748196,195.884647,5.454995
0.549044,26,194.711259,0.250927,20722.71248,0.762657,0.762657,195.808627,9.840106
0.553573,27,193.814182,0.250927,20621.249249,0.765269,0.765269,195.786416,8.423583
0.55303,28,193.34897,0.250927,20596.28012,0.764907,0.764907,195.255178,7.906084
0.543067,29,193.658918,0.250927,20625.152679,0.759955,0.759955,195.426847,11.135073
0.535912,30,193.910294,0.250927,20621.145629,0.756378,0.756378,195.002886,12.484379
