accuracy,epoch,eval_loss,gate_mean,mrr,primary_metric,train_loss,warrant_logit_mean,warrant_tail_mass_mean
0.0,1,17.453623,0.950569,0.001501,0.001501,24.801925,2.880436,0.0
0.0,2,13.856515,0.952836,0.001543,0.001543,16.833152,2.91937,0.0
0.003,3,12.066002,0.959702,0.006089,0.006089,13.699279,3.074038,0.0
0.0095,4,11.159056,0.968439,0.011069,0.011069,11.943482,3.265959,0.0
0.0095,5,10.633995,0.97373,0.013237,0.013237,11.076756,3.346117,0.0
0.0095,6,10.274209,0.974269,0.015757,0.015757,10.536561,3.291413,0.0
0.012,7,10.022758,0.97407,0.020223,0.020223,10.118358,3.278533,0.0
0.0165,8,9.849745,0.971506,0.026559,0.026559,9.837077,3.195232,0.0
0.0275,9,9.703035,0.964633,0.038468,0.038468,9.624287,2.965114,0.0
0.0395,10,9.573485,0.954263,0.049191,0.049191,9.425895,2.677273,0.0
