accuracy,epoch,eval_loss,gate_mean,mae_time,mark_mrr,primary_metric,train_loss,warrant_logit_mean
0.490673,1,41.248646,0.114582,4025.201259,0.734117,0.734117,99.644012,0.0
0.506894,2,41.205864,0.114582,4024.717337,0.735199,0.735199,97.265116,0.0
0.567721,3,41.111465,0.114582,4023.783743,0.772236,0.772236,95.938917,0.0
0.537713,4,41.102985,0.114582,4022.512109,0.757232,0.757232,97.466665,0.0
0.553122,5,41.072197,0.114582,4020.919299,0.764936,0.764936,97.258494,0.0
0.556367,6,41.048195,0.114582,4018.64896,0.766559,0.766559,96.852168,0.0
0.53528,7,41.026196,0.114582,4015.734092,0.754799,0.754799,96.02282,0.0
0.546634,8,40.986778,0.114582,4012.130582,0.760476,0.760476,96.498258,0.0
0.540957,9,40.939568,0.114582,4007.620257,0.757232,0.757232,98.416532,0.0
0.517437,10,40.896503,0.114582,4002.171117,0.746283,0.746283,97.389926,0.0
